1,151
1,19
1,28
1,802
1,240
1,13
1,502
1,532
1,741
1,79
1,81
1,334
1,76
1,305
1,170
1,179
1,433
1,845
1,267
1,767
1,743
1,445
1,250
1,520
1,558
1,725
1,925
2,151
2,794
2,515
2,24
2,150
2,323
2,413
2,703
2,532
2,175
2,90
2,326
2,676
2,497
2,259
2,918
2,813
2,859
2,910
2,973
2,879
2,250
2,486
2,895
2,928
2,490
2,541
2,548
2,522
2,637
2,452
2,613
2,590
2,831
5,794
5,11
5,162
5,515
5,977
5,152
5,150
5,855
5,976
5,262
5,498
5,360
5,714
5,905
5,222
5,156
5,966
5,387
5,168
5,226
5,667
5,548
5,822
5,595
5,584
5,606
12,151
12,795
12,424
12,176
12,429
12,515
12,802
12,51
12,152
12,422
12,412
12,185
12,232
12,369
12,39
12,150
12,323
12,413
12,855
12,262
12,263
12,361
12,57
12,699
12,116
12,154
12,325
12,326
12,374
12,418
12,521
12,696
12,709
12,710
12,714
12,719
12,676
12,688
12,510
12,301
12,305
12,364
12,371
12,707
12,97
12,678
12,756
12,450
12,408
12,858
12,834
12,265
12,268
12,382
12,402
12,420
12,266
12,255
12,443
12,879
12,173
12,453
12,517
12,702
12,856
12,195
12,203
12,250
12,357
12,483
12,486
12,505
12,876
12,944
12,280
12,458
12,627
12,512
12,579
12,576
12,594
12,620
12,721
12,800
18,151
18,163
18,794
18,11
18,14
18,515
18,977
18,422
18,446
18,37
18,240
18,367
18,413
18,703
18,853
18,737
18,741
18,360
18,421
18,98
18,318
18,117
18,123
18,138
18,111
18,154
18,326
18,599
18,732
18,500
18,691
18,245
18,241
18,666
18,87
18,259
18,756
18,941
18,145
18,851
18,267
18,420
18,437
18,742
18,387
18,440
18,448
18,406
18,873
18,431
18,453
18,196
18,213
18,480
18,238
18,279
18,505
18,881
18,898
18,477
18,234
18,248
18,949
18,548
18,940
18,522
18,482
18,657
18,872
18,470
18,537
18,656
18,597
18,654
18,777
18,792
151,163
151,794
151,795
151,424
151,4
151,19
151,28
151,144
151,162
151,171
151,176
151,322
151,474
151,152
151,37
151,846
151,370
151,43
151,184
151,232
151,240
151,246
151,373
151,33
151,20
151,150
151,160
151,367
151,413
151,502
151,703
151,769
151,855
151,974
151,976
151,257
151,262
151,263
151,498
151,532
151,275
151,336
151,360
151,361
151,423
151,837
151,375
151,35
151,44
151,327
151,98
151,106
151,110
151,112
151,114
151,318
151,319
151,472
151,136
151,125
151,95
151,111
151,154
151,320
151,326
151,418
151,457
151,521
151,719
151,728
151,852
151,905
151,950
151,500
151,122
151,127
151,676
151,679
151,681
151,688
151,245
151,956
151,305
151,671
151,948
151,130
151,113
151,88
151,97
151,317
151,259
151,481
151,918
151,139
151,167
151,170
151,419
151,145
151,845
151,858
151,860
151,886
151,146
151,267
151,382
151,399
151,801
151,816
151,859
151,863
151,871
151,910
151,922
151,383
151,191
151,432
151,448
151,456
151,879
151,205
151,378
151,405
151,439
151,453
151,455
151,471
151,517
151,193
151,288
151,921
151,264
151,244
151,480
151,226
151,231
151,236
151,250
151,273
151,297
151,299
151,484
151,505
151,685
151,686
151,875
151,880
151,893
151,896
151,898
151,900
151,946
151,490
151,947
151,903
151,912
151,285
151,509
151,940
151,789
151,321
151,784
151,567
151,535
151,343
151,344
151,347
151,694
151,872
151,400
151,461
151,971
151,428
151,528
151,537
151,574
151,577
151,595
151,614
151,546
151,512
151,874
151,864
151,519
151,523
151,573
151,582
151,584
151,645
151,650
151,869
151,870
151,930
151,624
151,602
151,630
151,648
151,653
151,558
151,565
151,664
151,749
151,751
151,753
151,760
151,772
151,787
151,768
151,774
151,806
151,783
151,821
151,933
163,794
163,795
163,424
163,8
163,6
163,11
163,16
163,27
163,28
163,144
163,162
163,171
163,176
163,322
163,328
163,429
163,474
163,515
163,802
163,977
163,22
163,24
163,46
163,152
163,422
163,446
163,158
163,412
163,839
163,43
163,184
163,185
163,232
163,240
163,246
163,369
163,373
163,33
163,20
163,23
163,42
163,52
163,61
163,72
163,150
163,160
163,323
163,367
163,703
163,769
163,819
163,974
163,224
163,237
163,257
163,262
163,263
163,532
163,737
163,741
163,17
163,360
163,361
163,65
163,175
163,964
163,62
163,44
163,421
163,56
163,359
163,81
163,94
163,98
163,110
163,112
163,319
163,68
163,123
163,134
163,138
163,74
163,116
163,216
163,325
163,334
163,374
163,418
163,501
163,521
163,533
163,599
163,696
163,709
163,714
163,720
163,728
163,732
163,734
163,852
163,950
163,122
163,679
163,706
163,245
163,295
163,76
163,80
163,305
163,666
163,682
163,684
163,497
163,89
163,124
163,97
163,259
163,358
163,335
163,756
163,918
163,941
163,450
163,141
163,165
163,170
163,178
163,179
163,147
163,419
163,161
163,396
163,408
163,433
163,845
163,851
163,858
163,860
163,886
163,888
163,891
163,148
163,217
163,265
163,267
163,379
163,382
163,399
163,426
163,460
163,680
163,748
163,801
163,810
163,859
163,863
163,871
163,909
163,922
163,975
163,266
163,271
163,383
163,935
163,164
163,191
163,387
163,403
163,409
163,432
163,440
163,448
163,393
163,173
163,201
163,205
163,386
163,405
163,407
163,439
163,445
163,447
163,455
163,471
163,702
163,188
163,189
163,194
163,190
163,200
163,210
163,281
163,293
163,300
163,311
163,921
163,215
163,264
163,952
163,310
163,226
163,231
163,250
163,297
163,308
163,357
163,483
163,484
163,505
163,667
163,692
163,876
163,881
163,890
163,896
163,934
163,487
163,943
163,256
163,280
163,541
163,557
163,284
163,285
163,509
163,520
163,607
163,940
163,522
163,312
163,356
163,804
163,324
163,567
163,342
163,535
163,637
163,657
163,344
163,345
163,351
163,694
163,380
163,394
163,392
163,395
163,401
163,444
163,817
163,825
163,451
163,452
163,470
163,528
163,574
163,575
163,614
163,550
163,604
163,610
163,514
163,862
163,590
163,519
163,523
163,547
163,552
163,560
163,583
163,840
163,869
163,870
163,902
163,920
163,564
163,621
163,633
163,555
163,589
163,620
163,572
163,563
163,608
163,625
163,725
163,751
163,759
163,772
163,773
163,785
163,806
163,776
163,815
163,809
163,814
163,824
163,828
163,829
163,884
163,927
794,795
794,424
794,4
794,19
794,28
794,144
794,162
794,171
794,176
794,328
794,429
794,515
794,802
794,977
794,7
794,24
794,422
794,37
794,412
794,846
794,10
794,366
794,370
794,185
794,232
794,240
794,369
794,13
794,52
794,61
794,72
794,150
794,323
794,413
794,502
794,769
794,819
794,855
794,974
794,976
794,15
794,263
794,498
794,532
794,735
794,737
794,911
794,275
794,360
794,175
794,375
794,421
794,54
794,79
794,100
794,327
794,105
794,106
794,107
794,110
794,91
794,102
794,131
794,136
794,699
794,90
794,96
794,70
794,95
794,123
794,134
794,74
794,111
794,116
794,320
794,325
794,326
794,334
794,457
794,521
794,533
794,710
794,724
794,728
794,732
794,950
794,673
794,676
794,681
794,705
794,706
794,713
794,75
794,956
794,76
794,290
794,305
794,668
794,683
794,684
794,698
794,948
794,481
794,678
794,754
794,756
794,918
794,941
794,179
794,147
794,419
794,161
794,433
794,845
794,851
794,860
794,888
794,146
794,389
794,834
794,166
794,218
794,267
794,268
794,426
794,460
794,544
794,766
794,798
794,807
794,832
794,863
794,871
794,909
794,968
794,266
794,255
794,742
794,745
794,183
794,411
794,440
794,443
794,448
794,406
794,414
794,873
794,879
794,405
794,407
794,447
794,453
794,455
794,182
794,195
794,186
794,288
794,300
794,214
794,264
794,953
794,480
794,226
794,231
794,238
794,250
794,277
794,279
794,297
794,308
794,357
794,483
794,486
794,505
794,667
794,692
794,876
794,890
794,896
