id,Community,B
1,0,-0.18
2,4,0.13
5,1,-0.21
12,4,1.56
18,10,0.78
151,6,4.82
163,2,5.85
794,1,4.35
795,4,4.25
21,4,-0.74
424,6,4.52
3,1,-0.56
8,1,0.61
337,1,-0.56
4,0,0.42
6,3,-0.21
9,9,-0.88
11,6,1.5
14,6,-0.22
16,9,-0.41
19,7,-0.01
27,2,-0.54
28,8,1.24
40,2,-0.05
41,7,0.11
77,9,2.69
144,7,2.73
162,10,4.87
171,3,5.19
176,0,3.78
322,2,2.57
328,6,0.91
429,4,2.71
474,3,3.14
515,1,5.61
802,2,3.31
977,9,3.05
7,4,-0.36
22,0,-0.66
24,9,1.14
46,3,0.0
51,1,0.1
152,2,3.2
422,2,5.5
446,4,1.98
37,2,0.34
158,0,0.57
412,0,2.37
839,3,-0.56
846,1,0.1
10,2,-0.56
366,3,1.57
370,0,-0.0
377,3,1.36
30,3,-0.17
43,0,-0.18
184,0,-0.0
185,10,0.47
232,4,2.89
240,9,3.92
246,0,0.66
369,6,1.44
373,0,0.75
33,4,0.06
36,0,-0.57
13,10,1.04
20,4,0.72
23,10,-0.54
29,6,-0.69
34,9,-0.7
39,5,0.14
42,3,-0.42
52,10,0.24
58,10,0.31
61,0,-0.27
63,0,-0.6
72,2,1.05
150,1,3.89
160,4,1.32
323,6,1.81
367,2,0.72
413,0,3.42
502,6,1.35
703,7,2.76
769,10,1.65
819,4,0.9
853,6,1.1
855,7,1.94
974,5,0.21
976,9,-0.09
15,2,0.28
224,10,2.01
237,2,1.7
257,2,1.59
262,3,1.78
263,10,2.71
287,7,0.41
498,7,3.54
532,0,5.28
735,0,-0.0
737,10,2.01
741,6,0.51
911,10,0.21
17,0,-0.48
26,2,-0.51
275,10,0.91
336,4,-0.5
360,1,2.48
361,4,2.5
423,0,0.63
32,4,-0.67
837,2,0.94
25,2,-0.54
31,9,-0.41
57,4,-0.67
59,4,-0.4
60,0,-0.42
65,1,-0.41
175,0,3.24
375,0,-0.12
964,1,-0.25
62,9,-0.67
35,3,-0.63
44,4,0.02
47,0,-0.6
38,6,-0.78
421,5,4.34
970,6,-0.07
48,3,-0.77
50,2,-0.65
53,1,-0.52
55,6,-0.75
45,4,-0.67
764,6,-0.56
49,4,-0.6
54,2,-0.51
64,2,-0.59
56,2,-0.59
66,0,-0.57
79,3,0.98
100,7,-0.04
101,9,-0.74
327,6,0.18
359,2,-0.59
67,1,-0.08
81,0,0.72
82,3,-0.59
84,6,0.11
94,0,-0.12
98,7,-0.16
105,1,-0.03
106,0,0.06
107,1,-0.12
110,2,-0.15
112,0,0.33
114,2,-0.29
118,0,-0.15
126,3,0.1
132,7,-0.22
318,2,1.56
319,3,1.99
472,3,-0.1
68,2,-0.15
91,7,-0.1
102,1,-0.01
121,2,-0.21
131,5,-0.05
135,2,-0.15
136,10,1.09
699,3,0.28
69,2,-0.13
90,7,0.11
96,2,0.06
117,1,-0.12
125,5,0.27
70,0,-0.6
78,6,-0.59
95,4,-0.15
109,4,-0.01
123,2,0.39
134,2,-0.59
138,1,-0.14
71,0,-0.72
74,0,0.48
111,5,2.18
116,9,1.57
154,6,2.67
216,3,0.52
219,9,-0.63
251,0,-0.39
320,0,1.08
325,0,1.68
326,3,1.92
334,0,1.02
368,3,-0.66
374,1,0.25
418,8,3.66
457,9,1.53
501,6,1.16
521,3,0.28
533,1,2.5
599,9,1.06
696,6,0.76
700,7,-0.04
709,0,-0.09
710,2,-0.07
714,1,0.21
717,4,-0.01
719,2,0.23
720,2,0.28
722,9,0.23
724,6,0.45
728,7,0.98
729,0,-0.03
732,7,1.43
734,6,-0.35
852,9,1.28
905,2,1.81
950,3,2.2
73,3,-0.8
500,0,-0.27
115,6,0.36
122,0,0.27
127,5,-0.34
133,7,-0.22
354,0,0.93
673,0,0.51
676,4,0.58
679,3,1.43
681,2,0.66
688,0,-0.03
691,3,-0.31
705,1,0.16
706,10,0.03
713,2,-0.62
75,5,-0.37
222,3,0.35
245,7,1.64
295,3,0.31
510,1,-0.23
954,2,-0.65
956,1,-0.45
76,2,0.04
85,0,-0.18
99,7,0.11
119,2,-0.65
355,3,-0.63
727,9,-0.31
80,0,0.18
241,6,-0.13
247,3,0.49
290,1,0.5
301,0,2.1
305,5,0.43
364,2,-0.07
371,10,0.06
666,1,0.61
668,1,-0.17
671,0,0.72
682,2,-0.1
683,6,0.33
684,10,0.13
698,1,-0.06
704,5,-0.66
707,4,-0.4
948,2,0.99
365,3,-0.87
130,4,-0.6
113,4,-0.5
497,2,0.36
83,1,-0.54
86,2,-0.67
87,0,-0.69
88,0,-0.42
89,1,-0.21
124,2,-0.43
708,9,-0.31
731,2,-0.59
97,8,0.32
317,7,0.53
93,9,-0.63
92,6,-0.81
137,10,-0.67
259,3,2.51
494,2,-0.1
689,1,-0.54
693,0,-0.57
270,4,-0.74
104,3,-0.77
513,0,-0.18
108,2,-0.59
358,3,-0.66
339,0,-0.63
335,5,0.01
481,2,1.37
672,0,-0.39
674,6,0.14
675,2,-0.07
678,3,0.52
120,0,-0.63
129,7,-0.88
128,1,-0.47
479,6,0.64
746,0,1.62
754,6,1.31
756,7,1.16
918,9,3.48
941,2,0.66
450,0,-0.21
139,2,-0.43
140,3,-0.35
141,2,-0.37
143,1,-0.3
165,6,-0.13
167,1,-0.17
170,2,0.45
174,4,0.09
178,4,-0.36
179,2,-0.26
180,6,-0.47
142,3,-0.91
147,1,-0.19
415,8,-0.15
419,0,0.51
506,3,0.38
145,10,0.08
155,0,-0.42
159,8,-0.49
161,4,1.04
396,3,1.43
408,3,0.59
433,3,-0.03
813,0,0.24
845,9,1.21
851,7,0.86
858,2,0.42
860,10,0.37
886,1,0.58
888,1,0.72
891,1,0.98
146,0,-0.6
149,9,-0.63
148,2,0.01
156,2,-0.4
389,0,0.99
834,4,1.49
841,1,-0.47
848,10,-0.28
153,0,-0.6
157,9,-0.78
