id,Community,B
1,0,-0.22
2,8,0.08
5,3,-0.38
12,3,0.91
18,0,1.15
151,3,4.51
163,7,6.13
794,0,6.06
795,4,3.62
21,5,-0.86
424,0,4.34
3,9,-0.73
8,0,0.74
337,9,-0.71
4,0,0.4
6,7,-0.15
9,7,-0.56
11,5,1.3
14,5,-0.35
16,1,-0.28
19,3,0.06
27,7,-0.36
28,9,0.67
40,6,0.22
41,4,0.16
77,5,2.12
144,3,2.66
162,9,5.39
171,5,4.59
176,5,4.28
322,1,3.22
328,6,0.94
429,0,2.39
474,9,2.97
515,6,7.06
802,4,3.74
977,0,2.83
7,7,-0.2
22,3,-0.69
24,5,0.78
46,7,0.15
51,9,0.16
152,3,3.63
422,7,5.7
446,0,1.74
37,3,0.41
158,1,0.74
412,8,2.04
839,0,-0.63
846,3,0.06
10,4,-0.63
366,3,1.47
370,6,0.19
377,4,1.42
30,4,-0.2
43,5,-0.24
184,2,0.03
185,3,0.5
232,1,2.53
240,5,3.39
246,0,0.77
369,5,1.33
373,5,0.72
33,5,-0.11
36,3,-0.6
13,6,1.16
20,3,0.44
23,9,-0.44
29,7,-0.43
34,2,-0.65
39,9,0.04
42,2,-0.38
52,9,0.4
58,7,0.41
61,1,-0.22
63,0,-0.6
72,8,1.14
150,1,5.29
160,3,1.06
323,5,1.67
367,0,0.95
413,2,3.76
502,0,1.25
703,9,2.52
769,3,1.82
819,1,0.77
853,0,1.08
855,3,1.78
974,6,0.02
976,4,-0.14
15,1,0.41
224,7,1.88
237,9,1.9
257,9,1.9
262,0,1.56
263,9,3.3
287,7,0.46
498,3,3.23
532,3,5.67
735,4,0.1
737,1,2.35
741,9,0.34
911,9,0.19
17,9,-0.44
26,7,-0.43
275,1,1.25
336,9,-0.56
360,5,3.56
361,5,1.95
423,8,0.64
32,1,-0.61
837,5,0.92
25,7,-0.51
31,7,-0.23
57,3,-0.63
59,9,-0.35
60,8,-0.21
65,7,-0.38
175,4,3.59
375,9,0.04
964,3,-0.32
62,1,-0.55
35,0,-0.63
44,1,0.08
47,4,-0.6
38,4,-0.72
421,9,3.45
970,9,-0.05
48,1,-0.64
50,0,-0.8
53,7,-0.53
55,3,-0.69
45,3,-0.6
764,3,-0.5
49,4,-0.54
54,3,-0.6
64,1,-0.52
56,1,-0.55
66,7,-0.41
79,5,0.54
100,4,-0.02
101,4,-0.69
327,3,0.22
359,4,-0.66
67,5,-0.28
81,5,0.85
82,4,-0.6
84,0,0.09
94,9,-0.05
98,3,0.03
105,3,-0.1
106,5,-0.04
107,5,-0.35
110,5,-0.18
112,3,0.41
114,3,-0.25
118,7,0.02
126,0,0.02
132,6,-0.06
318,0,1.74
319,5,1.57
472,3,-0.06
68,3,-0.13
91,0,-0.19
102,1,-0.01
121,0,-0.15
131,7,-0.05
135,8,-0.05
136,0,1.15
699,3,0.15
69,0,-0.32
90,0,0.16
96,2,0.22
117,6,-0.0
125,6,0.02
70,5,-0.83
78,7,-0.41
95,4,-0.29
109,5,-0.11
123,5,0.65
134,3,-0.66
138,4,-0.2
71,6,-0.64
74,3,0.47
111,5,1.57
116,0,1.22
154,6,2.46
216,9,0.25
219,1,-0.55
251,0,-0.53
320,4,1.45
325,9,1.75
326,4,1.69
334,9,1.03
368,5,-0.72
374,9,0.4
418,5,2.36
457,0,1.15
501,1,1.28
521,9,0.31
533,5,3.11
599,6,0.8
696,2,0.74
700,9,0.07
709,4,-0.02
710,9,0.13
714,8,0.35
717,6,-0.03
719,5,0.54
720,9,0.31
722,0,0.05
724,9,0.4
728,7,1.04
729,5,-0.18
732,5,1.16
734,0,-0.46
852,2,1.07
905,4,2.06
950,9,1.9
73,0,-0.84
500,0,-0.32
115,1,0.59
122,3,0.34
127,0,-0.56
133,9,-0.14
354,0,1.08
673,4,0.59
676,6,0.61
679,7,1.04
681,5,0.61
688,3,0.03
691,7,-0.13
705,9,0.16
706,8,0.16
713,8,-0.46
75,9,-0.5
222,9,0.28
245,9,1.51
295,0,0.29
510,9,-0.32
954,4,-0.66
956,5,-0.69
76,6,0.16
85,9,-0.14
99,3,0.12
119,4,-0.75
355,3,-0.47
727,1,-0.28
80,3,0.12
241,5,-0.28
247,4,0.29
290,4,0.62
301,1,2.41
305,5,0.1
364,3,-0.06
371,5,0.17
666,0,0.67
668,6,-0.23
671,9,0.85
682,3,-0.1
683,1,0.38
684,5,0.03
698,5,-0.07
704,9,-0.71
707,0,-0.53
948,6,1.33
365,7,-0.59
130,8,-0.4
113,5,-0.66
497,5,0.34
83,4,-0.75
86,0,-0.84
87,9,-0.68
88,9,-0.44
89,4,-0.23
124,5,-0.59
708,6,-0.28
731,9,-0.59
97,5,-0.18
317,0,0.36
93,0,-0.67
92,8,-0.46
137,3,-0.72
259,3,1.75
494,4,-0.08
689,9,-0.65
693,7,-0.43
270,2,-0.73
104,9,-0.65
513,0,-0.22
108,4,-0.66
358,3,-0.63
339,3,-0.6
335,4,-0.11
481,4,1.75
672,7,-0.31
674,5,0.06
675,5,-0.35
678,3,0.47
120,5,-0.79
129,6,-0.67
128,0,-0.67
479,5,0.61
746,6,1.8
754,7,1.45
756,5,0.89
918,3,2.79
941,8,0.66
450,4,-0.23
139,3,-0.41
140,7,-0.2
141,7,-0.31
143,6,-0.31
165,2,-0.11
167,4,-0.23
170,5,0.48
174,3,-0.06
178,8,-0.19
179,0,-0.29
180,3,-0.41
142,1,-0.73
147,3,-0.32
415,7,-0.23
419,3,0.72
506,7,0.41
145,9,0.28
155,3,-0.28
159,7,-0.41
161,7,0.69
396,0,1.46
408,7,0.41
433,9,0.01
813,9,0.28
845,5,0.72
851,5,0.78
858,2,0.52
860,5,0.34
886,3,0.75
888,2,0.87
891,1,1.4
146,3,-0.63
149,7,-0.33
148,3,0.09
156,4,-0.45
389,1,1.37
834,5,1.13
841,1,-0.52
848,0,-0.32
153,3,-0.63
157,3,-0.69
166,5,-0.76
217,0,-0.22
218,1,0.38
265,0,0.23
267,5,0.82
268,3,0.09
283,3,-0.19
286,4,1.78
379,7,-0.33
382,0,-0.08
388,1,-0.25
399,3,0.15
402,3,0.31
420,3,1.13
426,3,1.47
427,4,0.5
437,6,-0.17
460,6,0.19
530,5,0.03
544,5,-0.07
680,9,-0.11
718,6,-0.45
748,3,0.09
766,3,0.78
767,7,-0.0
796,1,0.5
798,3,-0.41
801,5,-0.45
807,3,-0.32
810,7,-0.15
816,3,-0.19
820,9,-0.62
832,0,-0.29
849,5,-0.62
859,5,0.96
863,7,0.28
871,1,1.34
909,0,1.32
910,0,1.98
915,6,-0.14
922,5,0.92
966,9,-0.35
967,6,-0.25
968,4,-0.51
973,1,-0.43
975,0,-0.5
266,0,0.91
271,3,-0.35
255,7,0.94
383,8,0.45
390,0,-0.53
398,6,-0.03
935,1,0.2
164,5,-0.18
177,3,-0.72
191,4,-0.08
742,4,-0.39
743,5,-0.66
745,5,-0.48
929,0,0.26
183,9,-0.41
272,1,-0.31
387,0,0.36
403,3,-0.03
409,3,0.31
411,4,-0.11
432,1,-0.52
440,7,0.61
443,5,0.13
448,4,0.71
456,2,0.55
168,3,-0.53
393,0,-0.02
406,1,0.23
414,7,0.3
169,8,-0.48
416,0,-0.6
873,6,-0.03
879,6,0.61
172,9,-0.71
173,3,-0.44
442,1,-0.58
201,3,-0.03
205,0,0.16
378,1,-0.43
386,1,-0.04
405,3,0.81
407,2,0.36
425,9,-0.17
431,5,-0.18
439,7,0.53
445,7,0.2
447,5,0.51
453,3,0.12
455,5,-0.24
459,6,-0.45
471,5,0.58
517,1,2.23
702,3,-0.03
181,5,-0.31
188,4,-0.2
189,5,-0.72
194,7,-0.36
198,4,-0.35
856,7,-0.23
182,9,-0.62
190,3,-0.6
193,9,-0.47
195,4,-0.11
187,9,-0.68
204,6,-0.47
186,6,-0.2
196,6,-0.31
200,0,-0.74
857,1,-0.64
192,9,-0.5
202,3,-0.47
203,0,-0.7
197,1,-0.55
199,1,-0.64
210,7,0.61
736,5,-0.83
206,9,-0.73
207,0,-0.77
208,0,-0.74
212,7,-0.59
907,4,-0.78
209,6,-0.39
281,0,-0.43
282,9,-0.26
288,0,-0.46
293,7,-0.03
300,1,0.38
311,6,-0.0
516,5,-0.45
908,1,-0.61
921,0,-0.19
211,0,-0.91
213,1,-0.7
214,5,-0.76
215,0,0.09
221,4,-0.81
264,7,0.43
952,1,-0.16
953,1,0.92
244,5,-0.18
963,9,-0.53
959,1,-0.58
225,3,-0.44
480,0,0.4
568,5,-0.62
223,1,-0.64
239,6,-0.34
228,8,-0.44
233,5,-0.79
243,0,-0.67
254,0,-0.63
258,5,-0.76
298,0,-0.43
