id,Community,B
1,0,-0.13
2,7,-0.12
5,0,-0.19
12,4,1.11
18,4,1.03
151,1,4.91
163,2,5.69
794,2,4.89
795,3,3.46
21,0,-0.62
424,1,4.88
3,7,-0.88
8,4,0.56
337,2,-0.57
4,4,0.37
6,6,-0.21
9,0,-0.65
11,4,1.24
14,1,-0.2
16,3,-0.43
19,1,0.13
27,1,-0.59
28,3,0.66
40,0,0.09
41,6,0.44
77,2,1.95
144,0,2.29
162,2,4.62
171,3,4.52
176,3,4.49
322,7,3.32
328,7,0.75
429,5,3.61
474,1,2.97
515,0,6.6
802,0,3.06
977,7,2.76
7,4,-0.31
22,0,-0.62
24,2,0.85
46,2,-0.0
51,7,0.02
152,7,3.81
422,4,5.61
446,0,1.24
37,1,0.38
158,7,0.71
412,7,2.49
839,1,-0.56
846,2,0.21
10,1,-0.74
366,4,1.22
370,1,0.05
377,7,1.34
30,1,-0.23
43,2,-0.0
184,7,-0.05
185,5,1.22
232,1,2.57
240,7,3.29
246,1,0.56
369,7,1.27
373,4,0.83
33,7,-0.15
36,5,-0.58
13,4,0.94
20,4,0.45
23,3,-0.43
29,4,-0.59
34,0,-0.56
39,4,-0.01
42,0,-0.28
52,4,0.34
58,6,0.75
61,1,-0.45
63,5,-0.62
72,5,2.2
150,0,4.52
160,2,0.93
323,1,1.78
367,2,0.88
413,7,3.6
502,4,1.19
703,6,3.68
769,1,2.03
819,4,0.67
853,3,1.03
855,6,2.56
974,2,-0.0
976,1,-0.2
15,5,0.71
224,1,2.25
237,2,1.6
257,6,2.6
262,2,1.41
263,0,2.81
287,3,0.49
498,7,3.18
532,2,5.24
735,7,-0.05
737,7,2.03
741,0,0.38
911,7,0.16
17,5,-0.47
26,2,-0.35
275,5,1.73
336,0,-0.51
360,1,3.47
361,7,2.03
423,7,0.47
32,2,-0.46
837,7,0.99
25,1,-0.7
31,4,-0.45
57,1,-0.74
59,2,-0.3
60,2,-0.3
65,4,-0.53
175,0,2.98
375,2,-0.0
964,5,-0.27
62,7,-0.71
35,5,-0.62
44,2,0.05
47,1,-0.7
38,6,-0.75
421,7,3.49
970,5,0.24
48,6,-0.75
50,0,-0.59
53,7,-0.78
55,4,-0.61
45,3,-0.54
764,0,-0.51
49,3,-0.54
54,7,-0.64
64,7,-0.71
56,2,-0.49
66,0,-0.53
79,7,0.71
100,0,-0.02
101,2,-0.49
327,0,0.15
359,4,-0.59
67,1,-0.16
81,4,0.89
82,0,-0.51
84,0,0.18
94,1,-0.2
98,1,-0.13
105,7,-0.15
106,7,-0.05
107,1,-0.13
110,5,0.2
112,4,0.42
114,1,-0.27
118,0,-0.16
126,7,-0.05
132,3,-0.05
318,1,1.6
319,0,1.32
472,3,0.0
68,2,-0.14
91,4,-0.04
102,1,-0.05
121,2,-0.09
131,7,-0.29
135,1,-0.23
136,1,1.39
699,6,0.44
69,2,0.02
90,5,0.4
96,5,0.55
117,3,-0.08
125,1,-0.05
70,5,-0.62
78,3,-0.51
95,0,-0.28
109,7,-0.05
123,2,0.66
134,4,-0.61
138,7,-0.33
71,5,-0.86
74,6,1.02
111,0,1.58
116,4,1.11
154,0,2.29
216,1,0.38
219,5,-0.66
251,7,-0.5
320,5,2.04
325,7,1.62
