id,Community,B
1,0,-0.15
2,4,-0.11
5,5,-0.31
12,6,1.39
18,0,0.93
151,0,4.25
163,7,6.57
794,2,5.91
795,3,3.78
21,8,-0.71
424,5,4.36
3,2,-0.68
8,6,0.86
337,1,-0.62
4,5,0.27
6,0,-0.18
9,4,-0.88
11,2,1.49
14,3,-0.11
16,3,-0.4
19,8,0.07
27,5,-0.62
28,8,0.66
40,7,0.17
41,3,0.17
77,5,2.01
144,1,2.33
162,5,5.25
171,8,4.94
176,3,4.73
322,2,3.29
328,7,0.79
429,5,2.17
474,4,2.53
515,1,6.21
802,1,2.92
977,5,2.52
7,0,-0.29
22,4,-0.88
24,6,1.11
46,5,-0.12
51,6,0.2
152,4,3.49
422,6,6.77
446,1,1.39
37,5,0.39
158,7,0.73
412,2,2.78
839,7,-0.46
846,6,0.2
10,3,-0.59
366,5,1.34
370,8,0.1
377,5,1.09
30,4,-0.33
43,8,-0.09
184,4,-0.11
185,3,0.96
232,6,2.71
240,8,3.73
246,4,0.56
369,4,1.27
373,5,0.61
33,4,-0.27
36,0,-0.48
13,3,1.06
20,8,0.66
23,4,-0.58
29,2,-0.5
34,8,-0.55
39,4,-0.08
42,0,-0.29
52,4,0.32
58,7,0.41
61,7,-0.28
63,1,-0.41
72,7,1.42
150,4,4.87
160,0,0.96
323,8,1.97
367,5,0.68
413,8,4.16
502,5,1.25
703,2,2.75
769,8,2.16
819,4,0.53
853,1,0.92
855,3,2.11
974,6,0.07
976,2,-0.05
15,7,0.32
224,4,2.04
237,5,1.82
257,5,1.63
262,4,1.36
263,3,3.18
287,2,0.58
498,4,3.27
532,0,5.34
735,1,0.02
737,4,2.04
741,0,0.44
911,7,0.32
17,0,-0.48
26,1,-0.38
275,4,0.9
336,2,-0.47
360,1,2.81
361,8,2.26
423,1,0.61
32,7,-0.52
837,5,1.12
25,7,-0.49
31,7,-0.28
57,4,-0.82
59,7,-0.31
60,6,-0.34
65,8,-0.55
175,0,3.14
375,4,-0.18
964,7,-0.25
62,8,-0.58
35,1,-0.48
44,8,-0.09
47,6,-0.62
38,0,-0.62
421,0,3.25
970,4,-0.14
48,7,-0.58
50,1,-0.57
53,3,-0.65
55,2,-0.59
45,6,-0.62
764,6,-0.53
49,5,-0.72
54,0,-0.54
64,2,-0.56
56,8,-0.58
66,5,-0.62
79,6,0.89
100,8,0.01
101,0,-0.56
327,8,0.3
359,1,-0.53
67,8,-0.09
81,1,0.92
82,5,-0.66
84,2,0.31
94,7,0.02
98,2,0.04
105,8,0.01
106,8,0.1
107,7,-0.19
110,7,-0.04
112,4,0.13
114,4,-0.3
118,4,-0.3
126,5,-0.12
132,7,-0.1
318,5,1.44
319,4,1.52
472,6,0.01
68,0,-0.1
91,6,0.04
102,3,0.08
121,2,0.04
