id,Community,B
1,0,-0.17
2,7,0.04
5,9,-0.17
12,5,1.32
18,2,0.88
151,7,4.73
163,2,6.37
794,2,5.3
795,2,3.04
21,4,-0.79
424,1,4.53
3,2,-0.79
8,3,0.43
337,6,-0.62
4,8,0.23
6,5,-0.23
9,4,-0.85
11,7,1.24
14,3,-0.18
16,2,-0.44
19,6,0.02
27,6,-0.57
28,6,0.55
40,2,0.09
41,8,0.01
77,8,2.2
144,2,2.23
162,7,5.48
171,3,3.94
176,4,4.34
322,3,2.9
328,8,0.66
429,7,2.56
474,4,2.87
515,9,7.27
802,0,4.27
977,7,2.71
7,8,-0.51
22,8,-0.88
24,2,0.85
46,3,0.05
51,8,0.01
152,8,3.74
422,3,5.79
446,8,1.49
37,4,0.42
158,3,0.6
412,7,2.44
839,7,-0.44
846,0,0.29
10,7,-0.53
366,0,1.73
370,3,0.08
377,0,1.56
30,9,-0.15
43,6,-0.13
184,0,0.29
185,7,0.7
232,5,2.44
240,9,3.51
246,2,0.5
369,6,1.24
373,4,0.59
33,6,-0.01
36,2,-0.63
13,0,1.17
20,8,0.41
23,0,-0.38
29,0,-0.52
34,0,-0.56
39,9,0.03
42,2,-0.32
52,9,0.38
58,0,0.47
61,8,-0.45
63,9,-0.47
72,2,1.38
150,0,5.61
160,2,1.0
323,2,1.5
367,3,0.86
413,2,3.48
502,8,1.24
703,2,2.16
769,3,1.9
819,9,0.61
853,0,1.45
855,9,1.52
974,5,0.05
976,4,-0.2
15,1,0.53
224,3,2.04
237,7,1.9
257,0,2.26
262,2,1.28
263,9,3.21
287,1,0.63
498,5,3.46
532,5,5.79
735,0,0.22
737,8,2.17
741,3,0.34
911,0,0.43
17,3,-0.47
26,2,-0.6
275,4,0.95
336,7,-0.53
360,4,3.43
361,4,1.89
423,3,0.74
32,4,-0.74
837,7,1.27
25,8,-0.79
31,8,-0.51
57,0,-0.66
59,1,-0.24
60,9,-0.32
65,7,-0.65
175,8,3.49
375,5,0.02
964,9,-0.32
62,0,-0.66
35,9,-0.53
44,4,-0.12
47,2,-0.66
38,8,-0.91
421,6,3.14
970,9,0.09
48,7,-0.62
50,9,-0.64
53,7,-0.62
55,3,-0.64
45,8,-0.79
764,9,-0.47
49,4,-0.62
54,5,-0.46
64,3,-0.55
56,7,-0.53
66,2,-0.6
79,0,0.82
100,7,0.07
101,8,-0.85
327,3,0.14
359,4,-0.74
67,3,-0.18
81,2,0.85
82,9,-0.53
84,4,0.18
94,7,0.01
98,0,0.04
105,2,-0.06
106,2,-0.06
107,5,-0.06
110,4,-0.09
112,9,0.41
114,0,-0.13
118,3,-0.09
126,1,0.29
132,3,-0.06
318,8,1.61
319,4,1.51
472,2,-0.06
68,3,-0.21
91,2,-0.19
102,7,0.13
121,1,0.05
131,3,-0.29
135,9,-0.09
136,3,1.35
699,0,0.36
69,2,-0.19
90,0,0.18
96,8,0.01
117,5,-0.01
125,9,0.12
70,2,-0.66
78,6,-0.42
95,0,-0.2
109,7,0.04
123,2,0.59
134,5,-0.57
138,4,-0.29
71,6,-0.62
74,8,0.35
111,6,1.5
116,2,1.16
154,3,2.39
216,7,0.43
219,9,-0.53
251,0,-0.34
320,6,1.11
325,5,1.82
326,0,1.94
334,8,0.87
368,7,-0.62
374,9,0.38
418,3,2.39
457,4,1.18
501,0,1.28
521,8,0.07
533,0,3.67
599,2,0.59
696,2,0.75
700,8,-0.26
709,7,-0.02
710,3,0.08
714,2,0.28
717,0,-0.17
719,5,0.81
720,2,0.28
722,8,-0.02
724,5,0.39
728,4,1.09
729,5,0.08
732,6,1.11
734,2,-0.47
852,2,0.69
905,8,1.67
950,8,1.74
73,4,-0.82
500,2,-0.28
115,8,0.35
122,5,0.56
127,4,-0.59
133,6,-0.06
354,0,1.45
673,2,0.5
676,3,0.51
679,2,1.16
681,7,0.79
688,7,0.1
691,3,-0.29
705,2,0.12
706,0,0.11
713,0,-0.63
75,8,-0.63
222,7,0.13
245,6,1.26
295,7,0.4
510,4,-0.32
954,0,-0.66
956,2,-0.6
76,5,0.14
85,2,-0.19
99,5,0.22
119,4,-0.79
355,5,-0.37
727,4,-0.38
80,0,0.29
241,0,-0.03
247,3,0.34
290,2,0.59
301,8,2.2
305,2,0.15
364,2,-0.32
371,4,0.09
666,2,0.66
668,5,-0.17
671,7,0.79
682,5,-0.03
683,9,0.44
684,8,0.14
698,2,-0.03
704,7,-0.68
707,2,-0.44
948,6,1.07
365,2,-0.79
130,5,-0.54
113,1,-0.34
497,0,0.61
83,5,-0.62
86,2,-0.76
87,5,-0.62
88,0,-0.31
89,6,-0.15
124,0,-0.42
708,7,-0.29
731,0,-0.63
97,0,0.15
317,2,0.34
93,3,-0.52
92,6,-0.62
137,8,-0.88
259,2,1.79
494,7,-0.08
689,2,-0.72
693,0,-0.52
270,3,-0.7
104,7,-0.65
513,4,-0.2
108,0,-0.63
358,1,-0.4
339,2,-0.63
335,3,-0.15
481,8,1.52
672,7,-0.35
674,8,-0.05
675,0,-0.1
678,4,0.42
120,3,-0.61
129,7,-0.71
128,0,-0.59
479,3,0.69
746,6,1.41
754,0,1.91
756,5,1.15
918,3,2.39
941,2,0.72
450,0,-0.24
139,8,-0.57
140,8,-0.48
141,4,-0.53
143,6,-0.37
165,0,-0.06
167,2,-0.35
170,6,0.5
174,3,-0.01
178,2,-0.38
179,2,-0.19
180,3,-0.38
142,9,-0.73
147,6,-0.28
415,3,-0.32
419,7,0.79
506,0,0.57
145,9,0.21
155,8,-0.45
159,0,-0.63
161,2,0.66
396,0,1.59
408,3,0.34
433,7,0.04
813,6,0.26
845,0,1.1
851,7,1.06
858,6,0.38
860,0,0.68
886,7,0.73
888,6,0.7
891,2,1.25
146,0,-0.63
149,4,-0.56
148,5,0.16
156,7,-0.32
389,8,1.15
834,4,1.18
841,2,-0.72
848,0,-0.24
153,2,-0.72
157,0,-0.73
166,4,-0.65
217,9,-0.06
218,4,0.09
265,8,0.1
267,6,0.58
268,6,0.19
283,2,-0.25
286,4,1.74
379,3,-0.55
382,4,-0.17
388,7,-0.29
399,0,0.39
402,2,0.34
420,9,1.14
426,0,2.01
427,2,0.37
437,8,-0.42
460,7,0.22
530,1,0.39
544,2,-0.0
680,2,-0.19
718,7,-0.47
748,3,-0.09
766,8,0.69
767,3,-0.01
796,2,0.25
798,0,-0.38
801,5,-0.23
807,8,-0.57
810,3,-0.29
816,1,0.1
820,2,-0.72
832,3,-0.29
849,2,-0.44
859,5,0.95
863,9,0.38
871,7,1.21
909,9,1.29
910,6,1.7
915,9,-0.12
922,2,0.97
966,2,-0.44
967,5,-0.29
968,7,-0.44
973,3,-0.52
975,9,-0.32
266,0,1.35
271,1,-0.19
255,0,1.35
383,9,0.53
390,8,-0.6
398,0,-0.03
935,9,0.18
164,3,-0.09
177,8,-0.91
191,0,-0.06
742,3,-0.41
743,9,-0.44
745,6,-0.3
929,5,0.47
183,7,-0.41
272,9,-0.26
387,9,0.32
403,8,-0.23
409,2,0.28
411,6,-0.01
432,6,-0.47
440,3,0.48
443,0,0.43
448,2,0.56
456,7,0.64
168,0,-0.56
393,2,0.06
406,2,-0.06
414,2,0.19
169,0,-0.77
416,3,-0.5
873,7,0.01
879,2,0.41
172,7,-0.71
173,9,-0.44
442,0,-0.66
201,0,0.43
205,9,0.26
378,9,-0.53
386,2,-0.28
405,8,0.69
407,7,0.43
425,5,-0.06
431,7,-0.05
439,4,0.45
445,7,0.22
447,2,0.75
453,4,0.12
455,4,-0.2
459,0,-0.52
471,9,0.79
517,8,1.86
702,0,-0.03
181,2,-0.19
188,9,-0.17
189,9,-0.55
194,9,-0.41
198,3,-0.38
856,7,-0.35
182,9,-0.55
