id,Community,B
1,0,-0.04
2,5,-0.0
5,5,-0.21
12,4,1.38
18,1,0.79
151,0,5.73
163,1,5.43
794,7,5.59
795,7,3.54
21,2,-0.71
424,3,5.03
3,4,-0.8
8,2,0.5
337,8,-0.75
4,1,0.14
6,4,-0.28
9,5,-0.83
11,3,1.45
14,6,-0.13
16,1,-0.35
19,5,0.06
27,2,-0.62
28,0,0.77
40,3,0.2
41,2,0.04
77,2,1.98
144,2,2.41
162,4,5.52
171,5,4.39
176,5,4.84
322,2,2.5
328,0,1.27
429,2,1.77
474,4,2.76
515,1,5.78
802,5,4.29
977,2,2.23
7,1,-0.35
22,5,-0.79
24,5,1.06
46,5,0.1
51,4,0.03
152,2,3.35
422,1,5.05
446,7,1.52
37,4,0.44
158,2,0.47
412,2,2.1
839,4,-0.52
846,2,-0.11
10,1,-0.51
366,4,1.51
370,3,0.23
377,0,1.82
30,6,-0.22
43,5,-0.21
184,5,0.17
185,7,0.81
232,5,2.74
240,3,3.96
246,4,0.48
369,2,1.38
373,4,0.89
33,1,-0.05
36,2,-0.71
13,3,1.15
20,4,0.55
23,1,-0.38
29,4,-0.59
34,5,-0.66
39,4,-0.04
42,0,-0.24
52,7,0.53
58,1,0.3
61,4,-0.35
63,1,-0.4
72,5,1.54
150,2,4.5
160,5,0.96
323,0,2.36
367,2,0.71
413,2,3.47
502,1,1.01
703,2,2.16
769,2,1.83
819,2,0.56
853,4,1.24
855,1,1.28
974,0,0.07
976,3,0.08
15,4,0.34
224,1,1.58
237,0,2.67
257,4,1.89
262,0,2.01
263,1,2.69
287,1,0.36
498,4,3.66
532,2,5.07
735,2,-0.05
737,4,2.45
741,5,0.58
911,6,0.48
17,3,-0.44
26,1,-0.4
275,7,1.24
336,8,0.28
360,7,3.31
361,4,2.07
423,2,0.53
32,2,-0.68
837,4,1.31
25,1,-0.46
31,5,-0.42
57,7,-0.64
59,7,-0.36
60,0,-0.39
65,5,-0.69
175,4,3.52
375,4,-0.04
964,5,-0.31
62,1,-0.51
35,2,-0.62
44,2,-0.11
47,5,-0.69
38,2,-0.78
421,6,4.37
970,2,-0.08
48,2,-0.68
50,5,-0.73
53,2,-0.78
55,2,-0.68
45,1,-0.51
764,4,-0.56
49,2,-0.71
54,5,-0.59
64,4,-0.63
56,0,-0.74
66,1,-0.48
79,1,0.52
100,7,0.04
101,7,-0.64
327,4,0.06
359,8,-0.44
67,5,-0.07
81,1,0.82
82,0,-0.62
84,4,0.17
94,1,-0.19
98,5,-0.0
105,0,0.03
106,4,-0.01
107,6,-0.13
110,1,-0.1
112,5,0.44
114,1,-0.21
118,0,-0.04
126,5,0.06
132,6,-0.03
318,4,1.86
319,3,1.73
472,0,0.03
68,0,-0.04
91,5,-0.04
102,2,-0.02
121,2,-0.14
131,0,-0.08
135,7,-0.07
136,4,1.31
699,7,0.04
69,1,-0.1
90,5,0.24
96,5,0.24
117,5,-0.04
125,3,0.17
70,2,-0.62
78,4,-0.63
95,7,-0.24
109,4,-0.04
123,1,0.49
134,3,-0.62
138,1,-0.21
71,2,-0.81
74,1,0.38
111,5,2.09
116,3,1.48
154,2,2.23
216,0,0.58
219,5,-0.69
251,4,-0.42
320,3,1.45
325,6,2.2
326,6,1.88
334,5,1.2
368,4,-0.66
374,0,0.65
418,2,2.04
457,4,1.17
501,1,0.87
521,5,0.3
533,1,2.42
599,1,0.46
696,1,0.52
700,5,0.03
709,1,0.03
710,0,0.27
714,0,0.54
717,5,-0.07
719,0,1.0
720,1,0.0
722,2,-0.05
724,3,0.51
728,1,0.84
729,5,0.06
732,7,1.38
734,7,-0.36
852,0,1.47
905,5,2.4
950,4,1.72
73,5,-0.76
500,4,-0.21
115,2,0.44
122,4,0.58
127,0,-0.59
133,6,-0.0
354,5,1.4
673,5,0.65
676,0,0.69
679,3,1.27
681,3,0.72
688,4,0.03
691,7,-0.21
705,3,0.32
706,4,-0.01
713,5,-0.79
75,0,-0.51
222,6,0.41
245,3,1.61
295,5,0.27
510,1,-0.24
954,0,-0.74
956,2,-0.59
76,0,0.15
85,0,-0.08
99,1,0.03
119,0,-0.82
355,4,-0.52
727,4,-0.35
80,4,0.3
241,4,-0.08
247,4,0.41
290,5,0.79
301,4,2.55
305,6,0.35
364,4,-0.14
371,5,0.3
666,7,0.81
668,6,-0.19
671,1,0.55
682,6,0.06
683,1,0.22
684,1,0.14
698,4,-0.11
704,1,-0.62
707,1,-0.38
948,0,1.7
365,3,-0.72
130,2,-0.68
113,0,-0.62
497,2,0.47
83,4,-0.84
86,5,-0.79
87,4,-0.8
88,7,-0.41
89,7,-0.13
124,0,-0.59
708,2,-0.38
731,1,-0.46
97,7,0.01
317,0,0.81
93,1,-0.48
92,4,-0.8
137,4,-0.8
259,2,1.83
494,0,-0.08
689,0,-0.86
693,2,-0.56
270,4,-0.73
104,5,-0.73
513,1,-0.13
108,4,-0.7
358,6,-0.58
339,5,-0.69
335,2,-0.23
481,4,1.48
672,6,-0.42
674,1,0.11
675,4,-0.21
678,0,0.81
120,4,-0.73
129,2,-0.78
128,0,-0.66
479,0,0.96
746,3,1.97
754,2,1.04
756,2,0.89
918,4,2.59
941,1,0.68
450,5,-0.28
139,5,-0.42
140,7,-0.3
141,0,-0.55
143,3,-0.35
165,1,-0.13
167,5,-0.24
170,2,0.44
174,5,-0.0
178,0,-0.35
179,2,-0.29
180,1,-0.35
142,4,-0.84
147,2,-0.32
415,2,-0.35
419,2,0.56
506,4,0.24
145,1,0.11
155,4,-0.25
159,1,-0.48
161,1,0.6
396,2,1.1
408,0,0.62
433,5,-0.04
813,1,0.09
845,4,1.03
851,4,0.89
858,0,0.77
860,2,0.32
886,0,0.85
888,4,1.03
891,0,1.82
146,0,-0.7
149,3,-0.53
148,3,0.17
156,4,-0.52
389,1,0.79
834,1,1.03
841,5,-0.66
848,1,-0.21
153,1,-0.51
157,4,-0.77
166,4,-0.59
217,2,-0.17
218,1,0.06
265,6,0.41
267,6,1.02
268,0,0.34
283,5,-0.07
286,6,2.04
379,2,-0.56
382,1,-0.08
388,5,-0.38
399,4,0.1
402,0,0.65
420,2,0.8
426,1,1.3
427,3,0.57
437,2,-0.35
460,1,-0.05
530,5,0.27
544,7,0.07
680,2,-0.11
718,2,-0.62
748,5,0.13
766,4,0.82
767,1,-0.02
796,0,0.62
798,1,-0.4
801,5,-0.28
807,2,-0.53
810,7,-0.3
816,7,0.01
820,7,-0.61
832,1,-0.16
849,1,-0.46
859,2,0.98
863,1,0.25
871,7,1.18
909,5,1.16
910,6,2.3
915,2,-0.26
922,2,0.83
966,5,-0.38
967,4,-0.49
968,2,-0.5
973,6,-0.48
975,1,-0.32
266,5,1.23
271,7,-0.38
255,4,1.13
383,7,0.58
390,4,-0.46
398,1,-0.08
935,4,0.06
164,6,0.13
177,2,-0.75
191,1,-0.16
742,2,-0.44
743,1,-0.4
745,2,-0.29
929,4,0.55
183,2,-0.5
272,1,-0.29
387,2,0.26
403,2,-0.05
409,2,0.29
411,1,-0.05
432,4,-0.59
440,4,0.65
443,2,-0.05
448,4,0.62
456,1,0.41
168,2,-0.59
393,2,-0.05
406,5,0.06
414,7,0.3
169,1,-0.62
416,5,-0.59
873,5,-0.14
879,2,0.19
172,3,-0.75
173,4,-0.46
442,7,-0.58
201,6,0.25
205,4,0.1
378,5,-0.66
386,2,-0.23
405,5,1.06
407,7,0.36
425,1,-0.16
431,7,-0.07
439,5,0.54
445,4,0.2
447,3,0.9
453,1,0.06
455,1,-0.1
459,5,-0.66
471,2,0.56
517,4,2.1
702,3,0.05
181,5,-0.24
188,2,-0.38
189,1,-0.48
194,1,-0.46
198,2,-0.47
856,2,-0.56
182,3,-0.56
190,1,-0.48
193,7,-0.5
195,0,0.11
187,0,-0.82
204,0,-0.51
186,0,-0.16
196,7,-0.44
200,1,-0.51
857,1,-0.62
192,1,-0.46
202,2,-0.5
203,6,-0.61
197,3,-0.65
199,6,-0.77
210,1,0.38
736,4,-0.77
206,3,-0.75
207,5,-0.73
208,4,-0.73
212,4,-0.8
907,7,-0.67
209,1,-0.43
281,4,-0.39
282,7,-0.38
288,6,-0.35
293,4,-0.11
300,4,0.2
311,5,-0.04
516,1,-0.29
908,0,-0.78
921,5,-0.04
211,0,-0.9
213,0,-0.9
214,5,-0.62
215,2,0.01
221,1,-0.65
264,1,0.41
952,4,-0.18
953,5,0.99
244,1,-0.13
963,6,-0.58
959,2,-0.65
225,5,-0.42
480,5,0.58
568,3,-0.44
223,7,-0.67
239,1,-0.38
228,2,-0.71
233,1,-0.57
243,1,-0.51
254,0,-0.59
258,0,-0.66
298,4,-0.39
303,2,-0.71
310,1,0.17
226,4,3.03
229,1,-0.46
230,2,-0.47
231,3,0.02
236,1,-0.35
238,4,0.55
250,1,2.31
260,4,0.03
273,7,-0.67
274,4,-0.77
277,0,-0.16
279,7,-0.58
297,2,0.77
299,4,-0.52
308,1,0.27
329,4,-0.49
357,7,0.81
483,1,1.44
484,7,0.47
485,1,-0.29
486,5,2.19
505,1,5.97
667,1,0.55
685,3,-0.56
686,0,-0.39
692,1,-0.43
697,5,-0.52
875,1,-0.08
876,4,-0.04
880,1,0.25
881,4,-0.11
889,2,-0.47
890,2,0.47
892,3,-0.32
893,4,-0.25
894,4,-0.73
895,2,-0.29
896,4,0.79
897,4,-0.56
898,2,-0.62
900,2,-0.41
901,4,-0.49
928,1,0.74
934,2,0.19
942,0,1.47
946,7,-0.21
227,7,-0.7
477,4,-0.63
488,0,-0.39
944,1,-0.43
234,4,-0.49
487,3,-0.44
490,3,-0.23
235,4,-0.66
242,5,0.51
304,5,-0.73
475,7,-0.33
943,2,0.13
947,3,-0.23
296,4,-0.56
249,1,-0.38
306,1,-0.43
524,4,-0.04
527,1,-0.02
