id,Community,B
1,0,-0.13
2,1,-0.02
5,7,-0.19
12,4,0.91
18,2,1.16
151,7,5.02
163,1,6.76
794,2,6.04
795,1,3.24
21,5,-0.75
424,5,4.3
3,1,-0.63
8,6,0.7
337,5,-0.82
4,2,0.35
6,4,-0.41
9,0,-0.6
11,4,1.1
14,8,-0.04
16,1,-0.4
19,1,0.13
27,3,-0.38
28,1,0.57
40,5,0.09
41,5,0.09
77,6,2.33
144,1,2.68
162,3,4.9
171,8,4.85
176,1,4.42
322,7,3.43
328,5,1.0
429,7,2.64
474,2,2.95
515,0,6.11
802,2,3.57
977,1,2.6
7,7,-0.4
22,5,-0.75
24,6,0.98
46,2,-0.01
51,4,0.09
152,0,3.28
422,6,6.63
446,1,1.45
37,6,0.44
158,5,0.74
412,7,2.67
839,0,-0.4
846,7,0.15
10,8,-0.5
366,1,1.39
370,1,0.16
377,4,1.01
30,6,-0.16
43,4,-0.25
184,2,0.06
185,3,0.73
232,0,2.1
240,5,3.23
246,1,0.66
369,4,1.38
373,1,0.75
33,1,0.07
36,2,-0.59
13,4,0.94
20,7,0.67
23,2,-0.59
29,0,-0.45
34,7,-0.64
39,2,-0.04
42,7,-0.54
52,4,0.31
58,8,0.39
61,5,-0.46
63,6,-0.48
72,2,1.59
150,0,4.48
160,5,0.83
323,7,1.6
367,0,0.77
413,2,3.7
502,4,1.23
703,5,2.61
769,4,1.6
819,6,0.61
853,5,1.06
855,4,1.7
974,4,-0.09
976,6,0.01
15,0,0.15
224,6,2.16
237,5,1.74
257,5,1.64
262,2,1.65
263,0,2.75
287,2,0.51
498,5,3.33
532,3,5.1
735,1,0.13
737,2,2.24
741,2,0.45
911,2,0.29
17,0,-0.43
26,7,-0.67
275,4,1.16
336,1,-0.4
360,7,3.64
361,4,1.89
423,0,0.52
32,1,-0.51
837,4,1.04
25,8,-0.47
31,6,-0.3
57,5,-0.69
59,5,-0.46
60,4,-0.5
65,5,-0.62
175,4,3.21
375,2,-0.1
964,3,-0.23
62,0,-0.5
35,1,-0.46
44,0,0.02
47,3,-0.43
38,7,-0.78
421,5,3.59
970,5,-0.07
48,2,-0.69
50,1,-0.57
53,0,-0.53
55,5,-0.72
45,7,-0.74
764,5,-0.59
49,7,-0.64
54,7,-0.67
64,1,-0.51
56,1,-0.49
66,2,-0.59
79,5,0.67
100,7,-0.09
101,8,-0.56
327,1,0.25
359,0,-0.55
67,6,-0.08
81,4,0.94
82,0,-0.45
84,2,0.09
94,1,0.07
98,7,-0.12
105,5,-0.07
106,4,-0.09
107,4,-0.22
110,5,-0.24
112,4,0.22
114,0,-0.1
118,3,0.02
126,4,-0.03
132,7,-0.19
318,2,1.85
319,3,1.53
472,1,-0.02
68,1,-0.1
91,4,-0.19
102,7,-0.02
121,7,-0.09
131,3,-0.18
135,4,-0.25
136,4,1.29
699,7,0.22
69,5,-0.11
90,5,-0.04
96,7,0.22
117,2,-0.1
125,0,-0.0
70,3,-0.5
78,0,-0.48
95,2,-0.23
