id,Community,B
1,0,-0.28
2,4,-0.02
5,0,-0.22
12,5,1.15
18,0,0.99
151,1,5.23
163,5,6.18
794,2,5.34
795,4,3.42
21,1,-0.66
424,3,4.45
3,8,-0.74
8,5,0.71
337,8,-0.74
4,2,0.34
6,8,-0.27
9,0,-0.72
11,6,1.13
14,5,-0.22
16,6,-0.37
19,2,-0.09
27,1,-0.5
28,7,0.79
40,3,0.09
41,3,0.03
77,4,2.21
144,6,2.14
162,0,5.37
171,4,4.48
176,2,4.06
322,7,3.95
328,3,1.0
429,6,1.93
474,2,2.37
515,5,6.44
802,5,3.47
977,0,2.64
7,5,-0.31
22,2,-0.69
24,5,0.91
46,3,0.06
51,5,0.21
152,8,3.98
422,0,6.49
446,5,1.5
37,6,0.32
158,1,0.83
412,7,2.76
839,1,-0.5
846,2,0.09
10,0,-0.59
366,3,1.37
370,5,0.04
377,2,1.31
30,0,-0.16
43,6,-0.17
184,3,-0.07
185,0,0.77
232,6,2.01
240,3,3.66
246,6,0.51
369,0,1.39
373,7,1.11
33,1,0.04
36,6,-0.58
13,4,0.93
20,0,0.46
23,8,-0.48
29,7,-0.57
34,5,-0.54
39,8,-0.0
42,0,-0.28
52,0,0.46
58,5,0.3
61,4,-0.31
63,5,-0.48
72,3,1.31
150,4,4.68
160,6,0.94
323,4,1.53
367,1,1.22
413,7,4.48
502,2,1.11
703,8,2.71
769,2,1.77
819,6,0.64
853,7,1.43
855,4,1.64
974,0,-0.0
976,6,-0.17
15,0,0.31
224,2,2.0
237,0,1.67
257,5,1.52
262,6,1.08
263,2,2.97
287,8,0.44
498,1,3.67
532,6,5.09
735,0,-0.0
737,3,2.38
741,5,0.3
911,3,0.28
17,8,-0.48
26,6,-0.47
275,4,1.1
336,6,-0.53
360,8,3.69
361,6,1.68
423,7,0.79
32,4,-0.62
837,1,1.44
25,6,-0.61
31,5,-0.37
57,5,-0.6
59,5,-0.43
60,5,-0.37
65,0,-0.53
175,6,2.85
375,0,-0.06
964,5,-0.28
62,2,-0.63
35,4,-0.65
44,2,-0.03
47,3,-0.66
38,6,-0.69
421,2,3.4
970,4,-0.05
48,4,-0.73
50,3,-0.72
53,5,-0.63
55,8,-0.68
45,2,-0.6
764,2,-0.54
49,0,-0.56
54,3,-0.63
64,0,-0.56
56,6,-0.58
66,2,-0.57
79,5,0.71
100,4,-0.25
101,5,-0.57
327,4,0.07
359,8,-0.65
67,2,-0.17
81,5,0.94
82,1,-0.5
84,3,0.25
94,7,-0.05
98,7,-0.01
105,5,0.1
106,5,0.1
107,0,-0.13
110,2,-0.11
112,2,0.34
114,6,-0.17
118,2,-0.09
126,5,-0.11
132,6,-0.2
318,1,2.01
319,3,1.63
472,0,-0.06
68,1,-0.06
91,3,-0.16
102,6,-0.04
121,1,-0.02
131,2,-0.23
135,3,-0.16
136,4,1.36
699,0,0.18
69,0,-0.13
90,5,0.16
96,2,0.11
117,6,-0.17
125,6,-0.07
70,7,-0.61
78,6,-0.56
95,0,-0.28
109,6,-0.17
123,5,0.56
134,4,-0.68
138,0,-0.19
71,1,-0.69
74,0,0.65
111,7,2.3
116,8,1.44
154,5,2.19
216,0,0.34
219,8,-0.59
251,5,-0.34
320,5,1.35
325,5,1.64
326,3,1.63
334,6,1.03
368,4,-0.59
374,5,0.33
418,5,2.25
457,0,1.11
501,2,0.89
521,5,0.21
533,0,3.1
599,6,0.59
696,2,0.6
700,2,-0.03
709,5,0.07
710,0,0.09
714,6,0.32
717,7,-0.05
719,0,0.59
720,0,0.37
722,3,0.18
724,4,0.41
728,2,1.03
729,5,-0.05
732,0,1.3
734,0,-0.34
852,6,0.78
905,2,2.03
950,4,1.73
73,3,-0.72
500,5,-0.13
115,6,0.18
122,6,0.43
127,2,-0.43
133,5,-0.13
354,5,1.17
673,0,0.53
676,0,0.4
679,7,1.6
681,0,0.65
688,3,-0.0
691,5,-0.28
705,2,0.06
706,6,-0.04
713,4,-0.68
75,7,-0.47
222,0,0.34
245,4,1.1
295,3,0.22
510,4,-0.31
954,5,-0.6
956,3,-0.57
76,2,0.06
85,5,-0.08
99,0,0.12
119,4,-0.73
355,3,-0.6
727,6,-0.34
80,5,0.24
241,4,-0.13
247,4,0.35
290,0,0.77
301,3,2.31
305,7,0.37
364,0,-0.13
371,1,0.26
666,4,0.78
668,0,-0.25
671,0,0.77
682,1,0.04
683,7,0.58
684,1,0.36
698,3,-0.04
704,8,-0.74
707,6,-0.42
948,1,1.34
365,5,-0.69
130,4,-0.62
113,6,-0.56
497,4,0.3
83,4,-0.71
86,7,-0.78
87,0,-0.72
88,1,-0.37
89,3,-0.32
124,2,-0.49
708,6,-0.34
731,6,-0.56
97,6,-0.07
317,3,0.5
93,6,-0.56
92,6,-0.75
137,6,-0.67
259,1,2.27
