id,Community,B
1,0,-0.25
2,4,-0.08
5,3,-0.12
12,3,1.06
18,0,0.93
151,0,4.42
163,1,5.99
794,5,5.62
795,5,3.23
21,8,-0.93
424,3,3.64
3,6,-0.73
8,0,0.69
337,8,-0.97
4,0,0.26
6,3,-0.2
9,1,-0.55
11,1,1.28
14,2,-0.14
16,6,-0.36
19,1,0.26
27,2,-0.48
28,4,0.53
40,3,0.06
41,5,0.08
77,2,2.28
144,0,2.6
162,4,4.73
171,4,4.09
176,3,3.49
322,0,2.93
328,4,0.73
429,0,2.44
474,2,2.84
515,1,6.39
802,7,4.18
977,1,2.65
7,2,-0.36
22,6,-0.64
24,1,0.82
46,7,0.05
51,4,0.07
152,2,3.78
422,0,5.99
446,4,1.3
37,3,0.42
158,6,0.7
412,8,3.14
839,1,-0.36
846,7,0.2
10,7,-0.75
366,5,1.24
370,9,0.36
377,1,1.33
30,4,-0.25
43,7,-0.28
184,0,-0.04
185,0,0.72
232,7,2.87
240,7,4.15
246,3,0.54
369,9,2.06
373,7,0.89
33,3,-0.02
36,3,-0.45
13,8,1.18
20,3,0.52
23,5,-0.52
29,5,-0.61
34,4,-0.62
39,0,-0.1
42,1,-0.15
52,0,0.35
58,8,0.33
61,5,-0.34
63,0,-0.56
72,7,1.52
150,6,5.32
160,7,1.11
323,0,1.44
367,8,1.22
413,2,3.75
502,4,0.99
703,7,2.72
769,1,1.98
819,7,0.82
853,4,0.99
855,5,1.72
974,2,0.05
976,0,-0.16
15,1,0.39
224,4,2.05
237,8,2.22
257,4,1.53
262,7,1.84
263,5,3.14
287,5,0.47
498,5,3.35
532,3,4.84
735,1,0.12
737,4,2.08
741,0,0.41
911,6,0.47
17,7,-0.64
26,2,-0.45
275,6,1.28
336,5,-0.55
360,1,3.27
361,4,1.68
423,1,0.63
32,7,-0.75
837,8,1.48
25,1,-0.39
31,7,-0.46
57,4,-0.74
59,1,-0.23
60,9,-0.26
65,9,-0.51
175,4,3.12
375,4,-0.19
964,4,-0.42
62,2,-0.59
35,7,-0.75
44,3,0.03
47,5,-0.75
38,9,-0.64
421,4,3.14
970,5,-0.1
48,7,-0.9
50,5,-0.78
53,3,-0.56
55,3,-0.53
45,8,-0.78
764,9,-0.4
49,7,-0.71
54,4,-0.62
64,4,-0.65
56,7,-0.79
66,3,-0.45
79,4,0.5
100,4,-0.16
101,1,-0.47
327,8,0.18
359,1,-0.47
67,8,-0.26
81,1,1.01
82,9,-0.47
84,0,0.17
94,1,0.04
98,7,-0.06
105,5,-0.13
106,0,-0.01
107,6,-0.1
110,0,-0.1
112,9,0.78
114,7,-0.2
118,0,-0.13
126,7,-0.02
132,3,-0.02
318,1,1.57
319,7,1.73
472,1,0.01
68,5,-0.13
91,8,-0.08
102,8,-0.04
121,4,-0.19
131,1,-0.2
135,1,-0.07
136,7,1.63
699,0,0.11
69,4,-0.28
90,3,0.21
96,8,0.18
117,2,-0.14
125,8,-0.01
70,9,-0.54
78,7,-0.64
95,0,-0.34
109,1,0.17
123,8,0.99
134,6,-0.64
138,0,-0.28
71,2,-0.7
74,7,0.35
111,3,1.62
116,2,1.36
154,8,2.85
216,1,0.47
219,0,-0.62
251,5,-0.52
320,8,1.66
325,7,1.88
326,0,1.41
334,5,1.03
368,5,-0.67
374,8,0.44
418,0,2.35
457,2,1.19
501,2,1.19
521,8,0.25
533,8,3.99
599,5,0.64
696,4,0.61
700,1,0.07
709,0,-0.04
710,4,-0.08
714,9,0.71
717,4,-0.19
719,0,0.53
720,0,0.29
722,4,0.01
724,5,0.26
728,3,0.83
729,1,0.15
732,8,1.62
734,3,-0.25
852,9,1.43
905,7,2.28
950,1,1.65
73,3,-0.56
500,3,-0.15
115,0,0.35
122,5,0.41
127,1,-0.34
133,3,-0.04
354,5,1.12
673,5,0.5
676,5,0.5
679,0,1.17
681,1,0.66
688,7,-0.13
691,5,-0.31
705,8,0.14
706,0,-0.01
713,2,-0.61
75,5,-0.55
222,2,0.19
245,6,1.65
