id,Community,B
1,0,-0.19
2,0,-0.02
5,7,-0.48
12,0,1.03
18,7,1.17
151,1,4.11
163,1,6.14
794,3,5.68
795,7,4.31
21,0,-0.64
424,2,3.9
3,7,-0.93
8,2,0.7
337,6,-0.82
4,7,0.38
6,1,-0.21
9,5,-0.71
11,7,1.65
14,1,-0.16
16,6,-0.41
19,5,0.25
27,2,-0.44
28,0,0.46
40,1,0.02
41,1,-0.01
77,7,2.59
144,3,2.56
162,2,4.66
171,4,5.01
176,6,5.02
322,0,2.62
328,2,0.73
429,2,1.98
474,7,3.11
515,0,6.17
802,1,3.32
977,5,3.04
7,3,-0.46
22,0,-0.64
24,8,0.9
46,2,-0.05
51,4,0.33
152,8,3.65
422,0,5.75
446,1,1.29
37,2,0.45
158,1,0.71
412,1,2.13
839,0,-0.47
846,6,0.29
10,4,-0.51
366,7,1.43
370,6,0.25
377,3,1.36
30,4,-0.17
43,3,-0.25
184,5,0.25
185,1,0.57
232,3,2.38
240,1,3.09
246,3,0.55
369,7,1.73
373,2,0.62
33,1,-0.01
36,1,-0.5
13,8,0.99
20,6,0.6
23,8,-0.49
29,6,-0.68
34,5,-0.52
39,0,0.01
42,7,-0.4
52,0,0.44
58,2,0.28
61,3,-0.37
63,0,-0.61
72,7,1.69
150,1,4.43
160,3,1.09
323,1,1.53
367,0,0.86
413,0,3.28
502,3,1.3
703,6,3.04
769,4,1.98
819,0,0.61
853,2,1.06
855,8,1.65
974,8,0.04
976,0,-0.08
15,3,0.26
224,0,1.89
237,8,1.87
257,0,1.46
262,4,1.83
263,4,3.48
287,6,0.46
498,0,3.08
532,8,5.6
735,7,0.08
737,2,1.87
741,3,0.32
911,2,0.2
17,1,-0.42
26,7,-0.74
275,2,1.04
336,2,-0.47
360,2,3.1
361,3,1.96
423,3,0.46
32,6,-0.68
837,4,1.42
25,1,-0.5
31,0,-0.33
57,1,-0.59
59,7,-0.44
60,2,-0.38
65,2,-0.52
175,3,3.52
375,5,0.0
964,0,-0.36
62,2,-0.52
35,4,-0.48
44,3,-0.1
47,0,-0.59
38,7,-0.85
421,1,3.15
970,7,-0.03
48,7,-0.85
50,8,-0.68
53,1,-0.65
55,0,-0.64
45,1,-0.53
764,1,-0.45
49,2,-0.47
54,0,-0.53
64,2,-0.52
56,0,-0.56
66,7,-0.78
79,0,0.49
100,8,0.01
101,1,-0.59
327,4,0.33
359,3,-0.76
67,2,-0.13
81,7,1.17
82,1,-0.48
84,7,0.12
94,8,-0.01
98,0,-0.1
105,2,0.03
106,7,0.01
107,2,-0.19
110,0,-0.08
112,5,0.53
114,2,-0.13
118,6,-0.13
126,3,0.02
132,3,-0.28
318,3,1.63
319,1,1.5
472,2,0.01
68,3,-0.22
91,0,-0.13
102,3,-0.16
121,3,-0.22
131,3,-0.31
135,0,-0.13
136,0,1.12
699,2,0.09
69,3,-0.13
90,3,0.14
96,4,0.39
117,2,-0.02
125,7,-0.18
70,3,-0.67
78,4,-0.45
95,1,-0.21
109,2,-0.16
123,7,1.02
134,0,-0.61
138,1,-0.13
71,1,-0.68
74,7,0.87
111,7,1.95
116,6,1.51
154,6,3.07
216,1,0.37
219,7,-0.74
251,8,-0.4
320,3,1.06
325,7,1.99
326,4,1.92
334,0,0.83
368,8,-0.57
374,7,0.42
418,5,3.07
457,2,1.12
501,4,1.36
521,7,0.19
533,2,2.9
599,1,0.68
696,0,0.55
700,2,-0.16
709,2,-0.05
710,6,0.08
714,6,0.46
717,0,-0.13
719,0,0.55
720,7,0.31
722,6,0.29
724,3,0.29
728,2,1.06
729,6,0.08
732,8,1.18
734,7,-0.4
852,6,1.23
905,0,1.63
950,2,1.76
73,7,-0.89
500,2,-0.13
115,3,0.38
122,8,0.4
127,2,-0.36
133,6,-0.09
354,6,1.51
673,6,0.67
