id,Community,B
1,0,-0.13
2,4,0.06
5,5,-0.12
12,3,1.2
18,1,1.07
151,3,4.52
163,0,5.84
794,7,4.53
795,0,2.79
21,1,-0.89
424,2,4.2
3,3,-0.68
8,3,0.73
337,7,-0.51
4,6,0.41
6,6,-0.31
9,5,-0.66
11,4,1.46
14,0,-0.18
16,3,-0.36
19,2,0.19
27,4,-0.54
28,0,0.47
40,1,0.11
41,4,0.12
77,1,2.38
144,3,2.71
162,6,5.62
171,7,3.64
176,2,4.11
322,3,2.96
328,5,1.02
429,1,2.72
474,4,3.24
515,0,6.26
802,1,3.84
977,3,2.52
7,2,-0.34
22,3,-0.65
24,1,1.11
46,6,0.05
51,3,0.23
152,0,3.13
422,2,6.01
446,1,1.61
37,2,0.34
158,3,0.76
412,4,2.82
839,3,-0.52
846,1,0.11
10,5,-0.51
366,1,1.38
370,2,0.1
377,5,1.42
30,4,-0.19
43,3,-0.18
184,0,0.08
185,3,0.76
232,6,2.49
240,6,3.57
246,6,0.7
369,2,1.36
373,6,0.73
33,4,0.03
36,6,-0.64
13,2,1.04
20,1,0.42
23,3,-0.43
29,5,-0.51
34,5,-0.48
39,3,-0.02
42,2,-0.25
52,2,0.45
58,2,0.22
61,3,-0.3
63,0,-0.47
72,2,1.39
150,4,5.4
160,1,0.88
323,1,1.68
367,1,1.15
413,6,3.6
502,1,1.3
703,1,2.95
769,5,2.23
819,5,0.81
853,2,1.1
855,1,1.8
974,1,-0.08
976,0,-0.03
15,5,0.33
224,1,2.49
237,2,1.74
257,0,1.47
262,1,1.88
263,3,2.92
287,3,0.51
498,2,3.23
532,5,6.11
735,1,-0.12
737,1,2.22
741,3,0.51
911,3,0.33
17,3,-0.52
26,5,-0.39
275,1,1.22
336,6,-0.57
360,5,3.52
361,6,1.87
423,1,0.34
32,3,-0.55
837,2,1.1
25,0,-0.53
31,5,-0.3
57,3,-0.58
59,1,-0.58
60,5,-0.33
65,3,-0.55
175,4,3.68
375,2,-0.01
964,2,-0.31
62,1,-0.78
35,1,-0.78
44,3,-0.05
47,0,-0.55
38,1,-0.89
421,1,3.87
970,7,0.0
48,7,-0.45
50,3,-0.65
53,2,-0.63
55,2,-0.63
45,7,-0.41
764,1,-0.7
49,0,-0.47
54,4,-0.57
64,4,-0.57
56,2,-0.6
66,1,-0.74
79,1,0.8
100,1,-0.16
101,0,-0.58
327,4,0.12
359,3,-0.65
67,4,-0.1
81,6,1.06
82,2,-0.57
84,0,0.24
94,6,-0.15
98,7,0.02
105,0,0.0
106,7,0.02
107,2,-0.19
110,3,-0.11
112,1,0.49
114,6,-0.25
118,4,-0.0
126,4,0.09
132,0,-0.13
318,7,1.42
319,6,1.48
472,0,-0.05
68,5,-0.06
91,6,-0.08
102,1,-0.16
121,3,-0.24
131,3,-0.14
135,5,-0.06
136,3,1.33
699,6,0.21
69,2,-0.07
90,6,0.08
96,3,0.26
117,1,-0.2
125,3,0.14
70,0,-0.53
78,5,-0.45
95,3,-0.18
109,1,0.03
123,3,0.83
134,3,-0.61
138,6,-0.34
71,2,-0.72
74,2,0.45
111,6,1.71
116,3,1.17
154,7,2.05
216,1,0.42
219,5,-0.51
251,4,-0.42
320,1,1.49
325,6,1.97
326,6,1.45
334,4,1.2
368,0,-0.5
374,1,0.34
418,2,2.47
457,1,1.07
501,1,1.22
521,3,0.23
533,5,3.37
599,4,0.92
696,5,0.87
700,0,-0.05
709,1,-0.2
710,2,-0.07
714,1,0.42
717,3,-0.08
719,1,0.76
720,5,0.48
722,2,0.04
724,2,0.19
728,5,1.27
729,5,0.03
732,3,1.23
734,4,-0.32
852,3,0.92
905,2,2.0
950,1,2.26
73,5,-0.6
500,2,-0.16
115,0,0.45
122,2,0.48
127,4,-0.48
133,0,-0.08
354,4,1.24
673,3,0.58
676,3,0.36
679,1,1.18
681,4,0.76
688,1,-0.12
691,6,-0.38
705,1,0.22
706,6,0.11
713,5,-0.57
75,3,-0.46
222,0,0.16
245,6,1.32
295,6,0.28
510,2,-0.31
954,5,-0.57
956,6,-0.6
76,6,0.02
85,2,-0.16
99,1,-0.01
119,2,-0.69
355,5,-0.48
727,7,-0.19
80,7,0.26
241,3,-0.08
247,2,0.34
290,1,0.76
301,5,2.38
305,4,0.25
364,1,-0.2
371,1,0.15
666,0,0.66
668,6,-0.31
671,1,0.88
682,1,-0.12
683,2,0.34
684,7,0.26
698,6,-0.02
704,0,-0.63
707,6,-0.44
948,0,1.05
365,1,-0.97
130,2,-0.57
113,3,-0.52
497,2,0.39
83,5,-0.63
86,7,-0.51
87,3,-0.71
88,5,-0.45
89,5,-0.21
124,6,-0.57
708,6,-0.31
731,2,-0.51
97,2,-0.04
317,4,0.51
93,3,-0.58
92,1,-0.93
137,5,-0.6
259,5,2.17
494,3,-0.05
689,3,-0.61
693,1,-0.74
270,7,-0.49
104,7,-0.45
513,0,-0.16
108,2,-0.66
358,3,-0.55
339,3,-0.55
335,6,-0.12
481,6,1.77
672,3,-0.33
674,6,-0.12
675,0,-0.13
678,4,0.35
120,5,-0.57
129,1,-1.01
128,3,-0.58
479,3,0.89
746,1,2.11
754,3,1.39
756,0,1.0
918,3,2.55
941,3,0.8
450,3,-0.18
139,6,-0.44
140,2,-0.28
141,0,-0.34
143,6,-0.47
165,7,0.0
167,3,-0.14
170,4,0.57
174,4,0.03
178,3,-0.39
179,1,-0.32
180,3,-0.46
142,1,-1.01
147,4,-0.26
415,1,-0.47
419,6,0.86
506,0,0.21
145,2,0.22
155,6,-0.28
159,6,-0.7
161,6,0.89
396,0,1.13
408,4,0.57
433,0,0.0
813,2,0.28
845,6,0.86
851,3,0.83
858,4,0.41
860,6,0.28
886,6,0.57
888,4,1.01
891,6,1.42
146,0,-0.55
149,5,-0.42
148,0,0.05
156,6,-0.44
389,3,1.39
834,0,1.08
841,1,-0.78
848,3,-0.27
153,1,-0.82
157,5,-0.57
166,6,-0.64
217,5,-0.09
218,6,0.18
265,1,0.18
267,1,0.88
268,3,0.26
283,4,-0.1
286,0,1.45
379,6,-0.57
382,5,0.03
388,0,-0.32
399,3,0.29
402,1,0.26
420,1,0.95
426,3,1.48
427,4,0.51
437,0,-0.24
460,0,0.13
530,2,0.31
544,6,0.05
680,0,-0.11
718,0,-0.45
748,5,0.24
766,4,0.82
767,1,-0.05
796,2,0.37
798,4,-0.42
801,4,-0.26
807,1,-0.47
810,3,-0.24
816,2,-0.04
820,3,-0.55
832,2,-0.22
849,1,-0.62
859,3,1.11
863,5,0.42
871,1,1.18
909,6,1.22
910,6,2.0
915,1,-0.28
922,4,1.11
966,3,-0.39
967,6,-0.54
968,6,-0.51
973,1,-0.7
975,0,-0.29
266,1,1.15
271,1,-0.58
255,3,0.8
383,3,0.54
390,1,-0.62
398,1,-0.2
935,3,0.07
164,5,0.06
177,5,-0.66
191,2,-0.1
742,4,-0.45
743,2,-0.48
745,3,-0.18
929,4,0.51
183,0,-0.37
272,6,-0.41
387,1,0.3
403,1,-0.08
409,5,0.48
411,2,-0.07
432,5,-0.51
440,2,0.42
443,2,0.25
448,3,0.8
456,3,0.51
168,0,-0.45
393,6,-0.08
406,5,0.21
414,2,0.19
169,4,-0.8
416,2,-0.51
873,1,-0.24
879,5,0.63
172,3,-0.71
173,0,-0.39
442,0,-0.58
201,1,0.07
205,5,0.24
378,2,-0.48
386,4,-0.07
405,4,1.01
407,1,0.38
425,3,-0.02
431,3,-0.18
439,6,0.31
445,0,0.11
447,1,0.61
453,6,0.15
455,0,-0.11
459,1,-0.74
471,5,0.72
517,3,1.95
702,1,-0.16
181,1,-0.24
188,6,-0.28
189,4,-0.61
194,3,-0.43
198,1,-0.62
856,4,-0.48
182,3,-0.58
190,3,-0.55
193,1,-0.85
195,2,0.01
187,0,-0.63
204,2,-0.42
186,0,-0.24
196,7,-0.28
200,1,-0.74
857,0,-0.61
192,5,-0.45
202,0,-0.45
203,3,-0.58
197,1,-0.82
199,4,-0.73
210,6,0.54
736,1,-0.89
206,4,-0.8
207,5,-0.57
208,5,-0.6
212,1,-1.01
907,3,-0.68
209,6,-0.54
281,0,-0.32
282,2,-0.31
288,0,-0.39
293,3,-0.14
300,5,0.36
311,2,-0.01
516,1,-0.47
908,4,-0.67
921,4,-0.03
211,7,-0.54
213,0,-0.66
214,2,-0.57
215,3,0.23
221,4,-0.83
264,2,0.57
952,2,-0.22
953,2,0.83
244,2,-0.07
963,6,-0.64
959,5,-0.57
225,3,-0.33
480,0,0.39
568,0,-0.47
223,4,-0.7
239,7,-0.23
228,0,-0.61
233,6,-0.7
243,2,-0.54
254,5,-0.45
258,1,-0.74
298,5,-0.27
303,0,-0.55
310,0,0.13
226,6,2.95
229,6,-0.67
230,5,-0.36
231,0,-0.03
236,0,-0.39
238,1,0.61
250,7,2.27
260,5,0.06
273,1,-0.89
274,3,-0.61
277,0,-0.11
279,6,-0.7
297,0,0.84
299,0,-0.37
308,0,0.24
329,1,-0.55
357,3,0.83
483,4,2.09
484,3,0.58
485,0,-0.29
486,3,2.02
505,3,7.18
667,1,0.99
685,3,-0.52
