id,Community,B
1,0,-0.22
2,9,-0.03
5,4,-0.25
12,0,1.27
18,1,1.4
151,0,4.55
163,2,6.33
794,3,5.64
795,6,3.71
21,2,-0.6
424,7,3.73
3,10,-0.67
8,3,0.69
337,1,-0.87
4,5,0.24
6,4,-0.35
9,5,-0.63
11,5,1.21
14,10,-0.29
16,5,-0.3
19,8,0.15
27,1,-0.58
28,0,0.51
40,4,0.07
41,0,-0.12
77,5,1.98
144,7,2.33
162,7,4.33
171,5,3.75
176,2,3.85
322,6,3.38
328,0,0.96
429,1,3.02
474,4,3.07
515,10,5.82
802,1,4.61
977,3,2.62
7,9,-0.45
22,7,-0.6
24,7,0.7
46,10,-0.02
51,5,0.19
152,9,4.43
422,7,5.39
446,0,1.59
37,5,0.42
158,7,0.46
412,9,2.78
839,4,-0.64
846,0,0.13
10,0,-0.66
366,7,1.07
370,1,0.21
377,9,1.48
30,6,-0.05
43,6,-0.14
184,3,0.04
185,2,0.56
232,4,2.72
240,2,3.2
246,0,0.73
369,3,1.5
373,2,0.64
33,8,-0.15
36,4,-0.7
13,2,0.88
20,2,0.42
23,4,-0.67
29,1,-0.62
34,0,-0.63
39,7,-0.08
42,8,-0.27
52,1,0.64
58,7,0.21
61,7,-0.28
63,5,-0.4
72,5,1.31
150,5,4.21
160,4,1.04
323,1,2.12
367,10,0.68
413,6,4.0
502,3,1.03
703,8,3.62
769,2,1.69
819,9,0.71
853,2,1.1
855,3,1.75
974,9,0.0
976,2,-0.12
15,3,0.35
224,3,2.28
237,0,1.94
257,0,1.72
262,8,2.15
263,4,3.65
287,10,0.3
498,0,3.47
532,3,5.61
735,2,0.05
737,9,2.64
741,1,0.75
911,5,0.31
17,10,-0.45
26,4,-0.61
275,9,1.34
336,1,-0.55
360,0,3.44
361,0,1.94
423,0,0.73
32,4,-0.73
837,9,1.37
25,0,-0.63
31,6,-0.31
57,0,-0.7
59,8,-0.46
60,7,-0.36
65,3,-0.55
175,9,3.94
375,3,-0.09
964,7,-0.28
62,5,-0.51
35,9,-0.7
44,3,-0.12
47,10,-0.54
38,8,-0.83
421,7,2.8
970,5,-0.07
48,8,-0.83
50,2,-0.6
53,1,-0.76
55,1,-0.8
45,3,-0.65
764,3,-0.52
49,3,-0.55
54,2,-0.47
64,10,-0.54
56,9,-0.73
66,7,-0.48
79,7,0.63
100,4,-0.06
101,3,-0.68
327,7,0.04
359,7,-0.55
67,5,-0.04
81,2,0.86
82,4,-0.73
84,9,0.04
94,6,-0.02
98,2,-0.14
105,5,0.06
106,2,0.05
107,6,-0.05
110,9,-0.14
112,9,0.32
114,2,-0.12
118,7,-0.28
126,0,-0.12
132,3,-0.12
318,0,1.59
319,2,1.53
472,3,-0.02
68,0,-0.16
91,2,-0.14
102,7,0.01
121,3,-0.15
131,10,-0.22
135,10,-0.13
136,3,1.22
699,2,0.15
69,3,-0.09
90,3,0.22
96,5,0.16
117,9,-0.17
125,6,0.04
70,1,-0.69
78,9,-0.73
95,10,-0.24
109,4,0.01
123,9,0.85
134,3,-0.65
138,2,-0.14
71,2,-0.66
74,8,0.83
111,2,1.53
116,4,1.4
154,7,2.18
216,2,0.37
219,7,-0.53
251,5,-0.38
320,6,1.43
325,1,2.3
326,3,1.62
334,4,1.01
368,2,-0.52
374,3,0.44
418,2,2.07
457,2,1.1
501,7,0.78
521,7,0.11
533,0,3.37
599,8,1.05
696,2,0.69
700,6,0.07
709,4,-0.06
710,9,0.11
714,6,0.48
717,5,-0.15
719,0,0.58
720,1,0.5
722,6,0.31
724,3,0.41
728,0,1.12
729,9,0.0
732,10,0.93
734,9,-0.45
852,8,1.43
905,10,1.66
950,5,1.44
73,1,-0.84
500,8,-0.23
115,10,0.37
122,1,0.64
127,2,-0.44
133,2,-0.09
354,4,1.33
673,9,0.56
