id,Community,B
1,0,-0.06
2,2,-0.08
5,6,-0.24
12,5,1.6
18,8,1.07
151,6,4.86
163,8,6.89
794,2,5.27
795,2,3.04
21,4,-0.4
424,3,4.19
3,2,-0.76
8,1,0.96
337,4,-0.43
4,1,0.57
6,2,-0.31
9,1,-0.73
11,2,1.21
14,3,-0.2
16,1,-0.3
19,8,0.05
27,8,-0.46
28,1,0.82
40,1,0.19
41,3,-0.05
77,6,2.54
144,2,2.46
162,3,5.18
171,3,4.25
176,1,5.21
322,6,3.11
328,2,0.85
429,2,2.24
474,1,3.31
515,2,7.36
802,6,4.0
977,2,2.46
7,8,-0.31
22,6,-0.81
24,1,1.03
46,5,0.06
51,8,0.26
152,6,3.64
422,7,5.97
446,3,1.33
37,1,0.57
158,6,0.76
412,5,3.02
839,4,-0.28
846,1,0.26
10,3,-0.65
366,5,1.75
370,1,0.29
377,2,1.37
30,8,-0.07
43,6,-0.17
184,1,0.29
185,2,0.72
232,5,2.91
240,3,3.25
246,8,0.74
369,0,1.51
373,8,0.74
33,8,0.08
36,2,-0.57
13,2,0.92
20,8,0.59
23,3,-0.59
29,6,-0.63
34,6,-0.67
39,6,0.01
42,7,-0.31
52,6,0.51
58,3,0.25
61,1,-0.2
63,8,-0.43
72,1,1.8
150,0,5.01
160,6,1.08
323,3,1.45
367,3,0.79
413,2,3.43
502,4,0.92
703,3,2.32
769,0,1.88
819,2,0.53
853,7,0.95
855,3,1.57
974,6,-0.1
976,6,-0.21
15,5,0.36
224,5,2.65
237,2,1.88
257,6,1.97
262,6,1.65
263,7,3.07
287,5,0.44
498,7,3.26
532,4,3.82
735,8,0.14
737,8,2.21
741,4,0.31
911,3,0.13
17,3,-0.5
26,1,-0.44
275,6,1.04
336,5,-0.76
360,6,3.32
361,2,1.69
423,6,0.58
32,0,-0.51
837,2,0.98
25,2,-0.57
31,1,-0.27
57,5,-0.91
59,1,-0.3
60,0,-0.3
65,7,-0.5
175,1,4.05
375,6,-0.1
964,2,-0.34
62,0,-0.51
35,3,-0.62
44,3,-0.08
47,6,-0.7
38,8,-0.67
421,7,3.26
970,6,-0.03
48,7,-0.62
50,1,-0.66
53,3,-0.71
55,8,-0.67
45,2,-0.6
764,8,-0.46
49,3,-0.59
54,0,-0.49
64,7,-0.53
56,4,-0.35
66,3,-0.62
79,2,0.69
100,2,-0.08
101,3,-0.68
327,5,0.1
359,5,-0.91
67,2,-0.21
81,5,1.22
82,7,-0.48
84,7,0.11
94,5,-0.12
98,1,0.22
105,2,-0.08
106,6,-0.03
107,5,-0.2
110,5,-0.16
112,2,0.34
114,5,-0.31
118,5,-0.2
126,6,0.04
132,6,-0.21
318,8,1.76
319,3,1.57
472,7,-0.03
68,6,-0.1
91,1,0.01
102,2,-0.05
121,4,0.02
131,8,-0.1
135,0,-0.06
136,2,1.37
699,8,0.11
69,3,-0.26
90,6,0.08
96,1,0.36
117,2,-0.28
125,6,-0.06
70,2,-0.6
78,2,-0.57
95,6,-0.35
109,5,-0.05
123,2,0.69
134,4,-0.38
138,7,-0.17
71,1,-0.73
74,0,0.66
111,1,2.43
116,6,1.33
154,8,2.45
216,5,0.51
219,2,-0.6
251,1,-0.3
320,1,1.49
325,8,1.67
326,3,1.42
334,3,0.94
368,3,-0.65
374,6,0.33
418,7,2.29
457,2,1.08
501,6,1.18
521,7,0.28
533,8,3.29
599,6,0.65
696,5,0.85
700,1,0.08
709,3,-0.14
710,2,0.01
714,2,0.24
717,7,-0.06
719,3,0.43
720,2,0.3
722,2,0.14
724,5,0.51
728,5,1.49
729,8,0.14
732,6,1.36
734,4,-0.21
852,5,1.15
905,3,1.75
