id,Community,B
1,0,-0.1
2,1,0.03
5,1,-0.29
12,1,1.2
18,2,0.75
151,2,3.94
163,3,5.87
794,3,4.99
795,4,3.12
21,8,-0.53
424,4,4.3
3,8,-0.62
8,3,0.7
337,0,-0.74
4,1,0.39
6,5,-0.26
9,5,-0.7
11,7,1.75
14,5,-0.2
16,3,-0.31
19,9,0.19
27,3,-0.46
28,6,0.75
40,4,0.11
41,2,-0.11
77,3,2.01
144,9,3.58
162,4,5.32
171,6,4.93
176,2,3.55
322,9,3.8
328,3,0.85
429,1,2.3
474,0,2.48
515,0,6.6
802,4,3.37
977,4,2.5
7,2,-0.45
22,3,-0.62
24,1,0.93
46,4,-0.01
51,1,0.21
152,5,4.33
422,2,5.6
446,6,1.71
37,2,0.16
158,9,0.94
412,6,2.74
839,9,-0.63
846,4,0.08
10,4,-0.69
366,5,1.67
370,0,0.1
377,8,1.29
30,6,-0.15
43,9,-0.13
184,9,0.19
185,4,0.58
232,2,1.97
240,0,3.33
246,9,0.94
369,4,1.32
373,1,0.66
33,7,-0.02
36,2,-0.64
13,3,0.95
20,2,0.41
23,2,-0.56
29,4,-0.69
34,2,-0.64
39,1,-0.03
42,3,-0.21
52,5,0.58
58,2,0.19
61,0,-0.26
63,4,-0.6
72,7,1.92
150,1,5.05
160,8,1.21
323,5,1.95
367,3,0.85
413,6,4.17
502,1,1.2
703,8,2.53
769,6,2.31
819,2,0.41
853,1,1.11
855,4,1.6
974,9,-0.03
976,0,-0.07
15,4,0.21
224,2,1.63
237,5,2.33
257,0,1.56
262,9,1.9
263,2,2.33
287,7,0.58
498,4,3.28
532,1,5.71
735,2,-0.2
737,7,2.74
741,0,0.29
911,1,0.24
17,6,-0.51
26,0,-0.51
275,4,1.1
336,0,-0.51
360,2,2.85
361,7,2.52
423,4,0.67
32,3,-0.51
837,6,1.41
25,2,-0.61
31,2,-0.48
57,9,-0.78
59,4,-0.54
60,7,-0.55
65,4,-0.6
175,5,4.11
375,6,-0.02
964,7,-0.45
62,5,-0.54
35,8,-0.42
44,1,-0.17
47,6,-0.61
38,4,-0.76
421,0,3.39
970,8,0.11
48,8,-0.51
50,1,-0.65
53,5,-0.64
55,3,-0.57
45,5,-0.54
764,3,-0.51
49,6,-0.61
54,8,-0.45
64,8,-0.48
56,5,-0.58
66,0,-0.51
79,4,0.58
100,8,0.03
101,1,-0.68
327,3,0.21
359,6,-0.68
67,1,-0.14
81,4,0.92
82,1,-0.56
84,8,0.28
94,1,-0.06
98,3,-0.05
105,1,-0.03
106,3,0.05
107,1,-0.12
110,8,-0.0
112,4,0.24
114,8,-0.03
118,0,-0.15
126,2,-0.0
132,0,-0.07
318,4,1.41
319,2,1.27
472,3,0.03
68,5,0.05
91,2,-0.2
102,4,0.02
121,3,-0.05
131,7,-0.27
135,3,-0.13
136,6,1.41
699,0,0.12
69,4,-0.2
90,3,0.23
96,0,0.15
117,8,-0.0
125,1,0.03
70,2,-0.64
78,4,-0.57
95,0,-0.26
109,1,-0.06
123,2,0.61
134,4,-0.69
138,1,-0.17
71,8,-0.59
74,0,0.51
111,0,1.73
116,1,1.17
154,9,3.33
216,4,0.21
219,6,-0.58
251,0,-0.43
320,3,1.16
325,2,1.41
326,8,1.63
334,0,0.9
368,3,-0.51
374,4,0.21
418,3,2.19
457,2,0.97
501,2,0.83
521,7,0.3
533,1,3.38
599,6,0.71
696,1,0.66
700,8,0.17
709,2,-0.11
710,4,0.02
714,6,0.48
717,9,-0.13
719,4,0.58
720,6,0.32
722,1,0.12
724,5,0.55
728,0,1.04
729,2,-0.2
732,2,0.94
734,0,-0.32
852,1,0.96
905,6,2.44
950,3,1.72
73,4,-0.76
500,0,-0.13
115,9,0.76
122,4,0.39
127,1,-0.5
133,2,-0.25
354,3,1.0
673,5,0.61
676,0,0.43
679,1,1.11
681,2,0.44
688,4,-0.07
691,2,-0.48
705,0,0.15
706,6,0.18
713,1,-0.62
75,2,-0.61
222,3,0.21
245,2,1.0
295,1,0.24
510,6,-0.31
954,6,-0.65
956,8,-0.42
76,3,0.08
85,9,-0.28
99,6,0.02
119,8,-0.53
355,5,-0.42
727,8,-0.17
80,7,0.37
241,2,-0.17
247,4,0.27
290,7,1.04
301,6,2.41
305,2,0.02
364,7,-0.16
371,2,0.11
666,9,1.05
668,8,-0.11
671,6,0.88
682,1,-0.09
683,3,0.31
684,2,-0.11
698,0,0.07
704,8,-0.59
707,9,-0.49
948,0,1.09
365,4,-0.82
130,6,-0.58
113,2,-0.56
497,8,0.65
83,8,-0.56
86,3,-0.62
87,8,-0.59
88,9,-0.42
89,8,-0.03
124,5,-0.45
708,2,-0.39
731,1,-0.59
97,4,-0.11
317,0,0.51
93,2,-0.61
92,7,-0.9
137,7,-0.94
259,8,2.19
494,2,-0.23
689,2,-0.75
693,3,-0.44
270,5,-0.64
104,2,-0.7
513,4,-0.29
108,2,-0.67
358,4,-0.63
339,4,-0.66
335,0,-0.07
481,5,1.8
672,4,-0.48
674,4,-0.04
675,3,-0.05
678,0,0.46
120,9,-0.78
129,7,-1.01
128,8,-0.42
479,0,0.46
746,6,2.08
754,1,1.41
756,4,0.83
918,4,2.47
941,8,0.9
450,9,-0.28
139,6,-0.45
140,3,-0.23
141,9,-0.42
143,6,-0.38
165,6,-0.05
167,5,-0.14
170,9,0.69
174,2,-0.2
178,1,-0.41
179,5,-0.14
180,6,-0.41
142,8,-0.65
147,4,-0.38
415,0,-0.29
419,6,0.98
506,1,0.33
145,9,0.33
155,5,-0.08
159,4,-0.63
161,4,0.83
396,2,0.86
408,0,0.48
433,9,0.01
813,8,0.5
845,4,0.86
851,2,0.75
858,2,0.22
860,2,0.14
886,6,0.88
888,4,0.86
891,1,1.26
146,5,-0.54
149,1,-0.44
148,4,0.02
156,0,-0.38
389,4,0.79
834,1,1.26
841,2,-0.7
848,4,-0.26
153,5,-0.54
157,4,-0.69
166,4,-0.6
217,2,-0.28
218,1,0.15
265,8,0.39
267,3,0.75
268,8,0.36
283,2,-0.23
286,9,2.3
379,5,-0.42
382,6,0.02
388,8,-0.25
399,4,0.21
402,0,0.34
420,8,1.21
426,0,1.42
427,2,0.25
437,5,-0.14
460,4,0.08
530,0,0.32
544,2,-0.09
680,6,0.02
718,3,-0.41
748,8,0.34
766,4,0.73
767,4,-0.07
796,6,0.45
798,0,-0.4
801,4,-0.32
807,6,-0.28
810,0,-0.32
816,9,-0.06
820,9,-0.74
832,7,-0.3
849,6,-0.41
859,2,0.69
