id,Community,B
1,0,-0.26
2,1,-0.03
5,3,-0.19
12,4,1.63
18,0,1.01
151,8,4.36
163,5,6.02
794,1,4.91
795,6,3.92
21,2,-0.71
424,0,3.99
3,0,-0.63
8,4,0.86
337,0,-0.63
4,1,0.39
6,7,-0.25
9,8,-0.59
11,6,1.63
14,1,-0.22
16,3,-0.4
19,6,0.01
27,6,-0.82
28,3,0.54
40,6,0.13
41,5,0.04
77,2,2.18
144,5,2.44
162,0,4.87
171,8,4.07
176,2,4.2
322,3,3.31
328,9,0.8
429,3,2.46
474,2,2.71
515,1,6.51
802,1,3.39
977,2,2.8
7,4,-0.41
22,0,-0.6
24,6,0.68
46,1,0.06
51,2,0.16
152,4,4.82
422,2,6.4
446,2,1.68
37,0,0.47
158,0,0.7
412,6,2.9
839,1,-0.44
846,5,0.12
10,5,-0.51
366,4,1.88
370,6,0.09
377,3,1.36
30,0,-0.13
43,5,-0.1
184,5,0.04
185,6,0.96
232,2,2.52
240,0,3.1
246,2,0.72
369,1,1.35
373,2,0.66
33,8,0.08
36,5,-0.46
13,5,0.9
20,4,0.64
23,6,-0.66
29,1,-0.52
34,2,-0.58
39,2,-0.12
42,1,-0.3
52,3,0.48
58,8,0.46
61,2,-0.33
63,6,-0.7
72,6,1.91
150,0,4.66
160,2,1.03
323,0,1.4
367,8,0.89
413,9,3.24
502,4,1.7
703,7,2.4
769,9,1.67
819,7,0.74
853,2,1.03
855,6,2.03
974,1,-0.03
976,2,-0.15
15,5,0.34
224,6,2.66
237,6,2.38
257,5,1.59
262,1,1.3
263,7,3.14
287,8,0.54
498,3,3.58
532,8,5.58
735,5,0.1
737,1,1.96
741,3,0.39
911,6,0.37
17,6,-0.66
26,0,-0.45
275,2,1.19
336,4,-0.63
360,8,3.15
361,6,2.22
423,6,0.84
32,6,-0.86
837,0,1.12
25,8,-0.43
31,8,-0.22
57,4,-0.77
59,5,-0.35
60,5,-0.32
65,2,-0.61
175,3,3.52
375,5,-0.01
964,9,-0.41
62,8,-0.51
35,4,-0.66
44,1,-0.05
47,3,-0.68
38,0,-0.6
421,7,3.44
970,8,0.05
48,1,-0.63
50,6,-0.9
53,1,-0.61
55,0,-0.58
45,0,-0.5
764,2,-0.58
49,6,-0.82
54,1,-0.5
64,9,-0.68
56,5,-0.48
66,6,-0.78
79,2,0.66
100,4,-0.05
101,5,-0.54
327,2,0.19
359,4,-0.77
67,5,-0.07
81,8,1.05
82,8,-0.46
84,2,0.19
94,4,-0.08
98,4,0.06
105,4,0.06
106,3,0.05
107,8,0.03
110,3,-0.16
112,3,0.24
114,3,-0.19
118,5,-0.07
