id,Community,B
1,0,0.01
2,5,0.04
5,8,-0.35
12,4,1.37
18,5,1.31
151,1,4.41
163,3,6.32
794,8,5.78
795,1,3.55
21,1,-0.7
424,8,4.32
3,9,-0.49
8,3,0.54
337,9,-0.49
4,4,0.43
6,5,-0.28
9,7,-0.93
11,5,2.04
14,3,-0.35
16,0,-0.22
19,1,0.23
27,2,-0.44
28,7,0.97
40,5,0.29
41,2,0.12
77,4,2.44
144,2,2.63
162,0,4.15
171,9,3.09
176,4,4.73
322,1,2.89
328,3,0.7
429,6,2.63
474,3,2.62
515,0,5.54
802,8,3.68
977,7,3.55
7,8,-0.38
22,1,-0.73
24,4,0.99
46,3,-0.13
51,0,0.27
152,7,4.84
422,0,4.77
446,8,1.5
37,8,0.53
158,1,0.58
412,8,2.38
839,4,-0.61
846,7,0.25
10,0,-0.35
366,1,1.58
370,6,0.03
377,2,1.15
30,6,-0.3
43,8,-0.14
184,7,0.17
185,4,0.8
232,3,2.14
240,5,4.76
246,6,0.68
369,0,1.17
373,1,0.99
33,2,-0.01
36,2,-0.5
13,3,0.89
20,2,0.58
23,8,-0.48
29,0,-0.33
34,7,-0.74
39,3,-0.19
42,8,-0.32
52,0,0.46
58,3,0.22
61,2,-0.17
63,0,-0.33
72,5,2.16
150,0,3.83
160,3,0.86
323,3,1.43
367,3,0.7
413,2,3.41
502,1,1.27
703,6,2.99
769,2,1.98
819,3,0.48
853,4,1.21
855,7,2.37
974,3,-0.23
976,3,-0.26
15,6,0.32
224,2,2.33
237,4,2.0
257,5,2.24
262,4,1.56
263,6,3.64
287,4,0.52
498,3,3.32
532,2,5.64
735,4,-0.05
737,2,2.12
741,7,0.63
911,8,0.19
17,1,-0.46
26,0,-0.31
275,3,1.05
336,3,-0.64
360,1,3.82
361,6,2.11
423,3,0.57
32,0,-0.33
837,0,0.91
25,1,-0.6
31,5,-0.36
57,2,-0.6
59,2,-0.36
60,3,-0.58
65,3,-0.71
175,1,3.82
375,3,-0.32
964,0,-0.14
62,9,-0.4
35,0,-0.33
44,1,-0.11
47,9,-0.4
38,4,-0.83
421,3,3.26
970,5,0.13
48,6,-0.82
50,0,-0.42
53,5,-0.93
55,3,-0.8
45,5,-0.73
764,0,-0.31
49,3,-0.71
54,6,-0.69
64,0,-0.39
56,7,-0.7
66,9,-0.4
79,1,0.75
100,8,-0.14
101,0,-0.37
327,7,0.32
359,4,-0.77
67,4,-0.2
81,4,1.09
82,9,-0.36
84,3,-0.0
94,2,0.04
98,2,0.02
105,5,0.13
106,0,0.08
107,7,-0.09
110,7,0.02
112,9,0.27
114,6,-0.33
118,5,-0.12
126,5,0.21
132,1,-0.04
318,5,2.53
319,9,1.1
472,8,-0.14
68,3,-0.39
91,1,0.03
102,2,0.1
121,3,-0.29
131,1,-0.18
135,4,-0.23
136,0,1.11
699,3,0.06
69,1,-0.22
90,3,0.03
96,1,0.34
117,7,0.02
125,2,0.07
70,0,-0.35
78,1,-0.53
95,7,-0.36
109,3,-0.13
123,7,1.16
134,0,-0.44
138,3,-0.35
71,8,-0.78
74,5,0.86
111,3,1.56
116,5,1.79
154,6,2.56
216,8,0.34
219,1,-0.56
251,8,-0.44
320,6,1.39
325,1,2.06
326,8,1.38
334,7,1.27
368,6,-0.72
374,3,0.16
418,3,2.27
457,2,1.04
501,8,1.04
521,3,-0.0
533,1,3.51
599,0,0.59
696,5,1.18
700,2,0.1
709,7,-0.02
710,4,0.08
714,3,0.19
717,8,-0.08
719,0,0.48
720,1,0.37
722,7,0.21
724,7,0.51
728,3,0.99
729,3,-0.19
732,3,1.15
734,0,-0.18
852,6,0.97
905,3,1.79
950,1,2.13
73,2,-0.58
500,6,-0.26
115,9,0.4
122,1,0.61
127,6,-0.62
133,1,-0.04
354,1,1.44
673,7,0.89
676,7,0.82
679,4,1.31
681,8,0.65
688,8,-0.08
691,8,-0.29
705,5,0.29
706,3,-0.16
713,8,-0.69
75,3,-0.64
222,3,0.06
245,8,1.47
295,8,0.25
510,7,-0.32
954,5,-0.81
956,0,-0.31
76,9,0.07
85,8,-0.17
99,3,-0.1
119,3,-0.83
355,8,-0.54
727,4,-0.42
80,3,-0.0
241,6,-0.13
247,6,0.39
290,3,0.54
301,0,1.81
305,1,0.34
364,0,0.03
371,2,0.23
666,3,0.7
668,5,-0.24
671,1,0.96
682,4,-0.27
683,6,0.19
684,9,0.18
698,8,0.01
704,6,-0.85
707,6,-0.56
948,6,1.13
365,2,-0.63
130,6,-0.78
113,8,-0.54
497,7,0.7
83,2,-0.63
86,1,-0.77
87,9,-0.49
88,0,-0.22
89,6,-0.23
124,6,-0.62
708,2,-0.23
731,0,-0.35
97,6,-0.17
317,3,0.28
93,1,-0.56
92,1,-0.77
137,1,-0.73
259,1,2.2
494,7,-0.13
689,3,-0.83
693,3,-0.8
270,1,-0.7
104,1,-0.7
513,1,-0.22
108,1,-0.7
358,7,-0.66
339,5,-0.77
335,1,-0.18
481,1,1.68
672,1,-0.46
674,2,0.18
675,0,0.01
678,4,0.46
120,8,-0.66
129,9,-0.51
128,5,-0.81
479,4,0.39
746,7,2.37
754,2,1.33
756,1,1.3
918,1,3.0
941,3,0.67
450,9,-0.15
139,0,-0.2
140,0,-0.16
141,5,-0.52
143,5,-0.52
165,1,-0.04
167,3,-0.39
170,2,0.66
174,6,-0.07
178,4,-0.52
179,8,-0.29
180,8,-0.44
142,1,-0.8
147,6,-0.36
415,6,-0.43
419,1,0.96
506,5,0.53
145,7,0.21
155,1,-0.25
159,8,-0.69
161,8,0.8
396,4,1.37
408,8,0.47
433,5,-0.04
813,7,0.29
845,8,0.83
851,1,0.92
858,9,0.33
860,1,0.44
886,9,0.55
888,6,0.94
891,8,1.26
146,9,-0.4
149,1,-0.46
148,2,0.04
156,2,-0.33
389,6,1.23
834,4,1.27
841,0,-0.35
848,3,-0.42
153,2,-0.55
157,3,-0.83
166,2,-0.47
217,5,-0.04
