id,Community,B
1,0,-0.22
2,4,-0.08
5,5,-0.16
12,4,1.2
18,0,1.11
151,8,4.7
163,1,5.09
794,3,6.0
795,2,3.72
21,4,-0.79
424,3,4.53
3,2,-0.61
8,0,0.78
337,4,-0.83
4,4,0.15
6,0,-0.36
9,7,-0.56
11,0,1.28
14,8,-0.25
16,2,-0.27
19,6,0.1
27,3,-0.44
28,8,0.57
40,0,0.01
41,2,0.19
77,8,2.55
144,4,2.18
162,5,6.28
171,4,4.37
176,4,4.13
322,8,3.11
328,2,1.11
429,5,2.86
474,4,2.58
515,6,7.22
802,0,3.51
977,8,2.65
7,2,-0.27
22,8,-0.81
24,8,0.85
46,4,-0.08
51,3,0.3
152,4,3.49
422,2,6.51
446,3,1.62
37,2,0.71
158,8,0.67
412,8,2.55
839,8,-0.64
846,8,-0.04
10,4,-0.66
366,0,1.38
370,5,0.25
377,4,1.13
30,8,-0.21
43,0,-0.32
184,7,0.06
185,8,0.64
232,8,2.44
240,0,3.54
246,0,0.68
369,1,1.09
373,4,0.56
33,2,0.07
36,2,-0.48
13,0,1.04
20,6,0.51
23,6,-0.44
29,3,-0.56
34,3,-0.53
39,4,-0.12
42,8,-0.42
52,8,0.39
58,4,0.25
61,4,-0.49
63,0,-0.59
72,1,1.11
150,7,3.96
160,8,0.99
323,0,1.81
367,8,0.99
413,0,4.04
502,0,1.18
703,0,2.78
769,4,1.84
819,8,0.67
853,8,0.92
855,2,2.03
974,6,0.04
976,7,-0.07
15,0,0.31
224,6,2.05
237,2,2.21
257,4,1.5
262,8,1.45
263,2,3.41
287,0,0.44
498,8,3.5
532,4,5.75
735,4,-0.05
737,6,2.08
741,4,0.35
911,1,0.27
17,6,-0.44
26,4,-0.62
275,4,1.1
336,4,-0.56
360,8,3.64
361,4,1.8
423,8,0.74
32,0,-0.72
837,0,1.18
25,5,-0.48
31,8,-0.46
57,8,-0.78
59,4,-0.49
60,7,-0.25
65,1,-0.39
175,6,3.26
375,4,-0.12
964,7,-0.2
62,8,-0.78
35,8,-0.71
44,6,0.01
47,2,-0.45
38,0,-0.82
421,7,2.81
970,2,-0.02
48,5,-0.61
50,8,-0.81
53,6,-0.61
55,7,-0.49
45,7,-0.47
