id,Community,B
1,0,-0.22
2,9,-0.01
5,6,-0.18
12,2,1.01
18,2,0.74
151,3,4.95
163,9,6.13
794,0,4.99
795,1,3.24
21,1,-0.72
424,8,3.73
3,4,-0.71
8,6,0.92
337,7,-0.87
4,1,0.36
6,3,-0.26
9,6,-0.84
11,6,1.65
14,5,-0.17
16,3,-0.4
19,7,0.26
27,7,-0.54
28,0,0.44
40,8,0.15
41,9,0.17
77,3,2.36
144,0,2.34
162,0,4.69
171,5,5.36
176,0,3.39
322,2,2.83
328,2,0.66
429,1,2.03
474,5,3.39
515,8,6.42
802,5,4.19
977,3,2.86
7,1,-0.41
22,1,-0.69
24,7,1.47
46,7,0.26
51,5,0.28
152,3,4.25
422,2,5.84
446,6,1.89
37,1,0.42
158,2,0.57
412,7,3.65
839,1,-0.57
846,2,0.03
10,3,-0.59
366,1,1.29
370,7,0.26
377,6,1.48
30,0,-0.2
43,1,-0.13
184,6,0.13
185,1,0.64
232,2,2.15
240,8,3.04
246,1,0.61
369,1,1.29
373,1,0.67
33,1,-0.04
36,3,-0.59
13,1,0.92
20,0,0.22
23,3,-0.46
29,5,-0.59
34,7,-0.66
39,5,0.17
42,8,-0.19
52,0,0.36
58,0,0.27
61,0,-0.31
63,8,-0.32
72,3,1.63
150,4,4.6
160,2,0.85
323,0,1.32
367,5,1.07
413,6,4.62
502,6,1.68
703,1,2.31
769,4,1.7
819,5,0.93
853,3,1.3
855,1,1.75
974,8,0.08
976,0,-0.28
15,0,0.22
224,9,1.89
237,9,1.69
257,0,1.46
262,6,1.86
263,1,3.27
287,2,0.33
498,1,2.93
532,0,4.85
735,1,-0.04
737,7,3.25
741,0,0.36
911,9,0.25
17,4,-0.49
26,7,-0.54
275,2,0.9
336,3,-0.59
360,0,2.76
361,0,1.71
423,8,0.72
32,2,-0.65
837,6,1.48
25,1,-0.6
31,8,-0.24
57,6,-0.77
59,6,-0.42
60,5,-0.31
65,3,-0.56
175,3,3.92
375,2,-0.16
964,0,-0.33
62,3,-0.63
35,5,-0.59
44,0,-0.14
47,4,-0.59
38,6,-0.8
421,0,2.76
970,3,-0.13
48,9,-0.61
50,7,-0.74
53,5,-0.76
55,9,-0.59
45,5,-0.62
764,3,-0.53
49,5,-0.52
54,8,-0.37
64,1,-0.63
56,0,-0.58
66,0,-0.55
79,8,0.69
100,2,-0.1
101,7,-0.7
327,1,0.14
359,5,-0.62
67,3,-0.06
81,0,0.83
82,0,-0.55
84,9,0.22
94,8,0.05
98,3,-0.03
105,7,0.14
106,1,0.02
107,3,-0.13
110,0,-0.17
112,1,0.3
114,8,-0.09
118,4,-0.19
126,5,0.17
132,1,-0.17
318,4,1.47
319,4,1.4
472,0,-0.11
68,1,-0.13
91,7,0.06
102,0,-0.06
121,3,-0.03
131,1,-0.17
135,1,-0.26
136,0,1.1
699,3,0.1
69,9,-0.08
90,8,0.25
96,2,0.0
117,3,-0.13
125,0,-0.17
70,2,-0.73
78,2,-0.62
95,1,-0.38
109,1,-0.01
123,2,0.55
134,9,-0.59
138,1,-0.26
71,5,-0.76
74,6,0.72
111,1,1.72
116,0,0.91
154,3,2.46
216,4,0.33
219,8,-0.39
251,3,-0.4
320,1,1.23
325,8,1.58
326,6,2.07
334,4,0.9
368,8,-0.42
374,2,0.19
418,9,2.22
457,0,0.8
501,1,0.95
521,6,0.34
533,8,2.74
599,7,1.23
696,4,0.65
700,9,0.02
709,3,-0.03
710,9,0.12
714,1,0.3
717,0,-0.22
719,7,0.99
720,5,0.48
722,0,0.05
724,1,0.36
728,0,0.8
729,1,-0.1
732,9,1.03
734,1,-0.38
852,3,1.13
905,5,2.39
950,7,2.85
