id,Community,B
1,0,-0.18
2,9,-0.02
5,4,-0.33
12,4,1.14
18,5,1.1
151,5,4.97
163,1,5.42
794,4,5.67
795,8,3.47
21,10,-0.67
424,9,3.62
3,6,-0.79
8,4,0.56
337,2,-0.6
4,8,0.43
6,7,-0.24
9,2,-0.6
11,9,0.99
14,7,-0.13
16,2,-0.25
19,5,0.12
27,8,-0.6
28,4,0.43
40,8,0.1
41,7,0.29
77,0,2.38
144,6,2.72
162,8,5.27
171,6,4.54
176,4,3.69
322,0,3.21
328,0,1.12
429,1,1.96
474,4,2.57
515,10,6.76
802,0,4.01
977,5,2.56
7,6,-0.39
22,1,-0.49
24,8,0.85
46,9,-0.12
51,0,0.15
152,4,3.47
422,2,5.7
446,5,1.67
37,0,0.42
158,9,0.62
412,7,3.23
839,0,-0.58
846,3,0.29
10,7,-0.65
366,8,1.38
370,5,0.15
377,3,1.73
30,4,-0.43
43,0,-0.18
184,10,0.13
185,5,0.82
232,7,3.16
240,9,2.9
246,4,0.5
369,4,1.26
373,6,0.81
33,2,0.06
36,7,-0.65
13,10,0.93
20,2,0.59
23,0,-0.55
29,0,-0.65
34,9,-0.54
39,8,-0.07
42,0,-0.35
52,5,0.69
58,8,0.4
61,3,-0.28
63,0,-0.58
72,2,1.51
150,0,5.17
160,0,1.02
323,7,2.33
367,7,1.23
413,9,3.12
502,9,1.07
703,7,3.65
769,4,1.74
819,6,0.67
853,7,1.57
855,5,2.09
974,2,0.03
976,2,0.03
15,4,0.27
224,10,1.91
237,7,2.52
257,0,1.75
262,10,1.42
263,1,2.45
287,8,0.46
498,8,3.16
532,2,5.28
735,10,0.03
737,8,2.1
741,7,0.74
911,4,0.11
17,4,-0.59
26,4,-0.62
275,5,1.2
336,8,-0.49
360,2,3.12
361,0,2.11
423,3,1.03
32,4,-0.78
837,5,1.36
25,4,-0.72
31,4,-0.59
57,8,-0.6
59,7,-0.39
60,1,-0.3
65,4,-0.69
175,5,3.92
375,6,-0.05
964,5,-0.36
62,6,-0.7
35,10,-0.51
44,10,-0.05
47,5,-0.61
38,4,-0.81
421,8,3.19
970,6,-0.07
48,9,-0.62
50,7,-0.73
53,10,-0.62
55,9,-0.62
45,0,-0.68
764,7,-0.5
49,10,-0.49
54,4,-0.72
64,9,-0.57
56,4,-0.75
66,7,-0.58
79,7,1.01
100,1,0.04
101,8,-0.65
327,0,0.25
359,9,-0.59
67,3,-0.03
81,8,1.02
82,7,-0.58
84,4,0.05
94,7,0.1
98,0,-0.05
105,2,0.11
106,7,0.21
107,0,-0.25
110,8,-0.07
112,0,0.28
114,0,-0.28
118,4,-0.21
126,9,0.03
132,6,-0.1
318,5,1.93
319,4,1.45
472,5,0.02
68,2,-0.07
91,4,-0.17
102,4,-0.17
121,7,-0.09
131,6,-0.25
135,5,-0.1
136,2,1.3
699,10,0.13
69,7,-0.13
90,4,0.02
96,2,0.25
117,6,-0.13
125,2,0.06
70,6,-0.67
78,8,-0.46
95,0,-0.28
109,4,-0.14
123,7,0.97
134,10,-0.64
138,3,-0.14
71,5,-0.74
74,5,0.69
111,4,1.55
116,2,1.04
154,3,3.46
216,5,0.37
219,5,-0.55
251,4,-0.49
320,0,1.45
325,4,1.68
326,5,1.67
334,8,0.93
368,10,-0.54
374,4,0.18
418,4,2.41
457,7,1.5
501,0,1.05
521,5,0.28
533,6,3.34
599,6,0.69
696,6,0.58
700,2,0.09
709,7,0.1
710,10,0.0
714,10,0.26
717,1,-0.06
719,4,0.5
720,7,0.52
722,9,0.08
724,4,0.21
728,9,0.82
729,8,0.02
732,7,1.65
734,10,-0.31
852,3,1.52
905,0,2.25
950,9,1.61
73,3,-0.73
500,8,-0.1
115,4,0.21
122,0,0.45
127,7,-0.43
133,0,-0.11
354,5,1.32
673,0,0.62
676,8,0.52
679,5,1.26
681,4,0.62
688,5,-0.07
691,0,-0.31
705,5,0.18
706,9,0.05
713,7,-0.73
75,4,-0.62
222,6,0.12
245,4,1.07
295,10,0.29
510,8,-0.21
954,2,-0.52
956,7,-0.62
76,5,0.09
85,9,-0.17
99,5,0.09
119,4,-0.81
355,7,-0.5
727,0,-0.31
80,6,0.24
241,7,0.02
247,7,0.74
290,5,0.82
301,4,1.97
305,6,0.12
364,4,-0.17
371,4,-0.02
666,0,0.88
668,8,-0.24
671,0,0.95
682,5,-0.01
683,8,0.38
684,5,0.31
698,5,0.15
704,0,-0.81
707,0,-0.51
948,6,1.21
365,4,-0.88
130,0,-0.68
113,7,-0.5
497,10,0.47
83,2,-0.6
86,3,-0.77
87,9,-0.67
88,7,-0.39
89,4,-0.37
124,2,-0.39
708,7,-0.32
731,6,-0.62
97,0,-0.11
317,6,0.44
93,0,-0.61
92,9,-0.64
137,7,-0.81
259,7,2.67
494,4,-0.3
689,9,-0.67
693,9,-0.49
270,7,-0.77
104,4,-0.85
513,0,-0.21
108,3,-0.7
358,10,-0.54
339,4,-0.72
335,9,-0.2
481,7,2.29
672,4,-0.56
674,10,0.13
675,3,0.04
678,5,0.53
120,1,-0.45
129,7,-0.84
128,10,-0.51
479,10,0.6
746,4,1.52
754,0,1.65
756,3,1.59
918,4,2.64
941,4,0.69
450,4,-0.37
139,10,-0.36
140,10,-0.31
141,9,-0.37
143,10,-0.41
165,10,-0.13
167,9,-0.25
170,9,0.4
174,4,-0.14
178,2,-0.25
179,2,-0.12
180,2,-0.31
142,2,-0.65
147,1,-0.17
415,0,-0.38
419,5,0.82
506,0,0.32
145,5,0.21
155,6,-0.25
159,2,-0.52
161,9,0.62
396,6,1.18
408,9,0.32
433,5,0.06
813,5,0.34
845,7,1.38
851,6,0.84
858,4,0.24
860,9,0.27
886,4,0.3
888,10,0.88
891,2,1.22
146,7,-0.69
149,4,-0.62
148,6,0.01
156,0,-0.58
389,4,0.85
834,9,0.97
841,0,-0.71
848,4,-0.33
153,5,-0.67
157,10,-0.59
166,4,-0.65
217,0,-0.18
218,7,0.4
265,5,0.41
267,10,0.73
268,1,0.15
283,7,-0.05
286,4,1.61
379,9,-0.52
382,0,-0.11
388,4,-0.56
399,7,0.36
402,10,0.39
420,2,1.19
426,7,1.99
427,4,0.24
437,7,-0.16
460,0,0.15
530,1,0.3
544,6,-0.02
680,0,-0.08
718,8,-0.51
748,7,0.4
766,9,0.55
767,9,-0.1
796,7,0.52
798,10,-0.36
801,2,-0.15
807,10,-0.26
810,10,-0.26
816,0,-0.11
820,5,-0.61
832,4,-0.37
849,8,-0.37
859,4,0.91
863,2,0.3
871,10,1.06
909,8,1.1
910,1,1.42
915,5,-0.23
922,4,0.88
966,8,-0.4
967,8,-0.32
968,3,-0.49
973,7,-0.5
975,0,-0.48
266,2,0.93
271,2,-0.25
255,4,0.59
383,1,0.36
390,2,-0.31
398,8,-0.07
935,4,-0.02
164,4,-0.17
177,6,-0.81
191,5,0.02
742,6,-0.47
743,3,-0.52
745,6,-0.42
929,4,0.18
183,0,-0.55
272,3,-0.35
387,1,0.36
403,7,0.21
409,8,0.32
411,9,-0.22
432,0,-0.61
440,0,0.72
443,4,-0.02
448,7,0.93
456,4,0.43
168,5,-0.51
393,3,0.29
406,4,-0.08
414,9,0.18
169,8,-0.68
416,3,-0.52
873,10,-0.1
879,9,0.35
172,5,-0.74
173,2,-0.39
442,2,-0.52
201,4,0.08
205,6,0.1
378,2,-0.41
386,7,0.02
405,0,0.98
407,7,0.7
425,10,-0.1
431,0,-0.08
439,2,0.43
445,0,0.05
447,5,0.66
453,8,0.18
455,0,-0.11
459,2,-0.41
471,8,0.57
517,9,1.61
702,2,-0.02
181,7,-0.01
188,5,-0.26
189,10,-0.54
194,7,-0.5
198,8,-0.4
856,7,-0.39
182,5,-0.61
190,0,-0.65
193,8,-0.49
195,0,-0.11
187,3,-0.77
204,1,-0.39
186,4,-0.3
196,3,-0.42
200,6,-0.62
857,9,-0.64
192,0,-0.58
202,8,-0.43
203,8,-0.57
197,3,-0.63
199,7,-0.88
210,9,0.52
736,8,-0.6
206,9,-0.69
207,4,-0.81
208,9,-0.62
212,5,-0.77
907,2,-0.6
209,2,-0.36
281,10,-0.36
282,2,-0.25
288,2,-0.23
293,1,-0.02
300,9,0.2
311,7,-0.05
516,0,-0.45
908,5,-0.7
921,10,-0.05
211,3,-0.84
213,7,-0.84
214,4,-0.72
215,3,0.36
221,4,-0.91
264,2,0.54
952,5,-0.2
953,10,0.8
244,9,-0.17
963,7,-0.62
959,6,-0.7
225,9,-0.47
480,8,0.43
568,10,-0.44
223,8,-0.65
239,2,-0.33
228,0,-0.81
233,8,-0.65
243,4,-0.69
254,5,-0.55
258,5,-0.58
298,6,-0.39
303,1,-0.49
310,9,0.15
226,5,3.35
229,0,-0.61
230,10,-0.33
231,7,0.06
236,0,-0.45
238,9,0.47
250,10,2.4
260,0,-0.05
273,4,-0.81
274,0,-0.78
277,0,-0.21
279,10,-0.59
297,6,1.01
299,5,-0.39
308,4,0.27
329,9,-0.42
357,1,0.71
483,0,1.91
484,4,0.34
485,2,-0.2
486,7,2.52
505,9,6.05
667,5,1.17
685,4,-0.75
686,9,-0.37
692,0,-0.58
697,10,-0.41
875,9,-0.15
876,2,0.06
880,7,0.67
881,5,0.15
889,10,-0.36
890,4,0.72
892,10,-0.38
893,10,-0.23
894,6,-0.67
895,9,-0.22
896,9,0.57
897,4,-0.69
898,8,-0.57
900,1,-0.22
901,5,-0.42
928,0,0.95
934,4,0.3
942,9,0.75
946,0,-0.28
227,10,-0.67
477,5,-0.61
488,10,-0.33
944,10,-0.49
234,8,-0.43
487,7,-0.47
490,1,-0.13
235,5,-0.67
242,4,0.24
304,5,-0.67
475,5,-0.42
943,0,0.28
947,8,-0.18
296,2,-0.39
249,1,-0.32
306,9,-0.49
524,8,-0.1
527,5,-0.04
882,8,-0.18
248,7,-0.77
289,4,0.08
253,9,-0.57
276,4,-0.85
278,8,-0.65
307,4,-0.3
252,5,-0.58
256,5,-0.45
903,0,0.12
912,4,-0.37
917,0,-0.31
949,6,-0.39
261,5,-0.48
913,4,-0.24
269,9,-0.59
478,8,-0.54
899,7,-0.73
280,8,-0.21
541,0,-0.11
557,6,0.24
284,7,-0.84
285,3,2.54
309,2,-0.36
509,8,-0.37
520,4,0.78
548,2,0.14
607,5,-0.64
634,2,-0.52
638,5,-0.61
940,8,0.99
955,7,-0.47
313,2,-0.36
522,8,0.07
291,4,-0.91
292,0,-0.71
294,0,-0.65
