id,Community,B
1,0,-0.15
2,5,0.08
5,11,-0.08
12,4,1.06
18,4,0.84
151,2,3.77
163,6,5.36
794,1,5.66
795,8,3.4
21,8,-0.75
424,8,4.46
3,9,-0.87
8,10,0.85
337,4,-0.81
4,11,0.65
6,2,-0.21
9,9,-0.87
11,9,1.84
14,2,-0.16
16,7,-0.5
19,4,0.08
27,4,-0.57
28,6,0.4
40,3,0.11
41,4,0.02
77,10,2.91
144,6,2.14
162,4,5.33
171,2,3.65
176,3,4.79
322,7,2.79
328,10,1.2
429,6,1.67
474,10,3.56
515,6,5.67
802,11,4.79
977,0,2.7
7,7,-0.57
22,7,-0.79
24,8,0.85
46,6,0.09
51,4,0.11
152,5,3.98
422,7,6.42
446,4,1.46
37,8,0.4
158,7,0.62
412,5,2.6
839,7,-0.63
846,11,0.34
10,6,-0.42
366,10,1.88
370,10,0.09
377,9,1.8
30,3,-0.15
43,3,-0.12
184,7,-0.0
185,10,0.81
232,8,2.43
240,0,3.52
246,8,0.65
369,3,1.78
373,0,0.85
33,2,-0.06
36,10,-0.83
13,7,1.03
20,10,0.55
23,7,-0.6
29,7,-0.69
34,10,-0.87
39,11,0.2
42,4,-0.38
52,4,0.48
58,6,0.31
61,2,-0.26
63,0,-0.53
72,1,1.31
150,0,4.96
160,0,1.05
323,2,1.46
367,8,0.74
413,4,3.67
502,9,1.88
703,3,2.89
769,1,1.68
819,9,0.99
853,0,1.29
855,4,1.8
974,10,-0.14
976,2,-0.06
15,2,0.23
224,4,2.01
237,3,2.37
257,4,1.61
262,5,1.79
263,2,2.71
287,10,0.43
498,0,3.43
532,6,4.63
735,2,-0.04
737,9,2.95
741,4,0.23
911,1,0.21
17,11,-0.46
26,3,-0.54
275,2,0.99
336,2,-0.41
360,1,3.35
361,4,1.92
423,7,0.44
32,8,-0.63
837,7,1.06
25,3,-0.71
31,2,-0.31
57,0,-0.62
59,4,-0.48
60,10,-0.56
65,2,-0.51
175,4,3.46
375,1,-0.02
964,7,-0.5
62,0,-0.56
35,7,-0.66
44,1,-0.05
47,11,-0.6
38,11,-0.74
421,2,2.98
970,8,-0.12
48,8,-0.72
50,0,-0.65
53,4,-0.72
55,2,-0.58
45,8,-0.66
764,0,-0.5
49,10,-0.79
54,1,-0.51
64,0,-0.56
56,9,-0.68
66,7,-0.63
79,7,0.62
100,8,-0.09
101,7,-0.72
327,7,0.06
359,10,-0.94
67,7,-0.28
81,8,0.97
82,0,-0.56
84,8,0.17
94,0,-0.09
98,11,0.06
105,8,-0.0
106,0,0.02
107,1,-0.22
110,7,-0.16
112,5,0.46
114,2,-0.14
118,8,-0.12
126,10,0.01
132,3,-0.02
318,4,1.61
319,7,1.5
472,10,-0.18
68,9,-0.02
91,0,0.02
102,10,0.05
121,9,0.02
131,4,-0.32
135,6,-0.09
136,7,1.25
699,10,0.2
69,4,-0.23
90,6,0.16
96,3,0.24
117,9,0.06
125,11,0.2
70,6,-0.42
78,3,-0.61
95,7,-0.38
109,7,-0.1
123,3,0.9
134,1,-0.63
138,9,-0.16
71,4,-0.81
74,6,0.52
111,7,1.5
116,4,1.24
154,8,2.52
216,3,0.37
219,6,-0.45
251,0,-0.39
320,11,1.72
325,0,1.79
326,7,1.44
334,10,1.31
368,5,-0.53
374,2,0.31
418,11,3.27
457,5,1.3
501,8,0.94
521,3,0.31
533,7,3.32
599,4,0.66
696,4,0.6
700,9,-0.05
709,0,-0.06
710,7,-0.03
714,10,0.39
717,4,-0.17
719,2,0.5
720,9,0.58
722,10,0.05
724,4,0.35
728,9,1.65
729,6,0.09
732,7,1.28
734,6,-0.21
852,7,1.06
905,4,1.86
950,0,1.96
73,7,-0.79
500,10,-0.29
115,2,0.43
122,1,0.41
127,2,-0.36
133,8,-0.15
354,6,0.92
673,1,0.5
676,11,0.82
679,4,1.34
681,2,0.55
688,6,0.02
691,7,-0.38
705,9,0.39
706,11,0.3
713,10,-0.98
75,7,-0.57
222,4,0.11
245,1,1.36
295,2,0.21
510,5,-0.2
954,2,-0.53
956,7,-0.63
76,1,0.06
85,8,-0.15
99,2,0.16
119,9,-0.79
355,4,-0.57
727,6,-0.19
80,10,0.28
241,2,-0.04
