id,Community,B
1,0,-0.17
2,8,0.02
5,4,-0.22
12,1,1.23
18,1,0.95
151,3,3.87
163,1,6.33
794,4,5.4
795,0,3.3
21,1,-0.7
424,4,4.12
3,1,-0.7
8,8,0.78
337,7,-0.8
4,0,0.42
6,0,-0.2
9,1,-0.73
11,6,1.35
14,2,-0.19
16,4,-0.44
19,2,0.02
27,4,-0.58
28,2,0.39
40,9,0.14
41,0,0.1
77,1,2.08
144,9,3.4
162,2,4.6
171,0,4.01
176,0,3.98
322,6,2.85
328,2,0.81
429,2,2.08
474,3,2.38
515,2,6.42
802,5,4.84
977,1,2.3
7,7,-0.45
22,7,-0.77
24,1,0.76
46,0,0.1
51,5,0.24
152,7,4.14
422,0,6.06
446,5,2.05
37,7,0.5
158,0,0.69
412,8,2.59
839,4,-0.55
846,2,0.1
10,4,-0.66
366,2,1.13
370,4,-0.05
377,4,1.26
30,8,-0.18
43,9,-0.07
184,4,-0.08
185,1,0.7
232,4,2.12
240,0,3.09
246,6,0.59
369,6,1.43
373,3,0.72
33,5,-0.0
36,0,-0.5
13,5,1.49
20,7,0.66
23,9,-0.46
29,0,-0.5
34,9,-0.6
39,6,-0.01
42,6,-0.35
52,2,0.45
58,2,0.13
61,0,-0.23
63,3,-0.42
72,2,1.26
150,0,4.72
160,1,0.95
323,6,1.6
367,8,0.95
413,3,3.17
502,1,1.12
703,8,2.5
769,5,2.5
819,0,0.78
853,5,1.57
855,9,2.26
974,6,-0.09
976,3,-0.03
15,5,0.52
224,7,2.46
237,0,1.82
257,4,1.48
262,1,1.37
263,1,2.74
287,6,0.44
498,2,2.87
532,8,6.04
735,2,-0.03
737,4,1.84
741,8,0.43
911,0,0.33
17,5,-0.61
26,8,-0.48
275,9,1.45
336,9,-0.6
360,2,3.02
361,6,1.72
423,1,0.59
32,6,-0.6
837,6,1.09
25,1,-0.56
31,0,-0.35
57,1,-0.62
59,4,-0.44
60,4,-0.47
65,5,-0.73
175,1,3.27
375,9,0.0
964,5,-0.45
62,0,-0.59
35,6,-0.57
44,4,-0.08
47,4,-0.63
38,1,-0.67
421,7,3.88
970,7,0.03
48,5,-0.89
50,1,-0.65
53,0,-0.62
55,1,-0.65
45,7,-0.7
764,0,-0.5
49,5,-0.73
54,9,-0.63
64,7,-0.64
56,9,-0.63
66,9,-0.6
79,7,0.69
100,1,-0.04
101,7,-0.77
327,1,0.07
359,8,-0.65
67,2,-0.24
81,7,1.13
82,8,-0.51
84,5,0.24
94,8,0.02
98,6,-0.04
105,8,0.05
106,5,-0.08
107,5,-0.17
110,1,-0.07
112,2,0.31
114,6,-0.18
118,8,-0.01
126,5,0.08
132,2,-0.16
318,7,1.83
319,5,2.13
472,0,-0.14
68,3,-0.05
91,5,-0.08
102,7,0.03
121,7,-0.1
131,9,-0.07
135,9,-0.14
136,0,1.28
699,2,0.1
69,7,-0.07
90,4,0.0
96,1,0.1
117,2,-0.11
125,0,0.07
70,2,-0.58
78,5,-0.69
95,0,-0.29
109,0,0.04
123,4,0.62
134,5,-0.85
138,4,-0.27
71,8,-0.74
74,6,0.53
111,8,1.92
116,7,1.51
154,2,2.02
216,0,0.42
219,0,-0.5
251,8,-0.36
320,1,1.17
325,0,1.82
326,7,1.73
334,0,0.99
368,3,-0.49
374,4,0.34
418,9,3.25
457,1,1.01
501,6,1.07
521,1,0.18
533,3,2.82
599,4,0.7
696,0,0.72
700,1,-0.01
709,1,-0.04
710,1,0.04
714,8,0.43
717,5,-0.04
719,1,0.46
720,8,0.43
722,2,0.08
724,2,0.31
728,5,1.53
729,5,0.12
732,4,1.06
734,0,-0.35
852,7,1.07
905,7,2.11
950,4,1.78
73,4,-0.72
500,0,-0.2
115,1,0.4
122,4,0.37
127,4,-0.52
133,0,-0.08
354,6,0.98
673,3,0.46
676,1,0.48
679,5,1.65
681,2,0.55
688,0,0.07
691,8,-0.24
705,8,0.19
706,0,0.07
713,8,-0.62
75,6,-0.46
222,2,0.1
245,6,1.46
295,2,0.1
510,0,-0.32
954,6,-0.63
956,8,-0.54
76,9,0.11
85,6,-0.21
99,5,0.12
119,2,-0.63
355,6,-0.46
727,6,-0.29
80,4,0.14
241,9,-0.07
247,9,0.57
290,8,0.75
301,6,2.11
305,1,0.15
364,7,-0.07
371,8,0.25
666,6,0.73
668,2,-0.34
671,5,1.09
682,6,-0.04
683,2,0.29
684,9,0.53
698,4,-0.05
704,0,-0.65
707,2,-0.42
948,8,1.48
365,5,-0.97
130,5,-0.77
113,2,-0.45
497,2,0.37
83,8,-0.68
86,2,-0.66
87,2,-0.69
88,6,-0.4
89,0,-0.17
124,0,-0.5
708,6,-0.29
731,2,-0.53
97,5,0.04
317,6,0.5
93,2,-0.55
92,1,-0.7
137,1,-0.67
259,5,2.9
494,6,-0.06
689,4,-0.72
693,1,-0.51
270,0,-0.62
104,6,-0.6
513,6,-0.15
108,6,-0.63
358,0,-0.59
339,2,-0.58
335,6,-0.09
481,2,1.34
672,0,-0.41
674,5,0.28
675,8,-0.1
678,5,0.68
120,5,-0.85
129,3,-0.63
128,7,-0.64
479,2,0.52
746,9,2.34
754,9,1.59
756,2,0.92
918,9,3.64
941,0,0.81
450,5,-0.33
139,5,-0.53
140,9,-0.28
141,1,-0.43
143,5,-0.49
165,0,-0.05
167,5,-0.37
170,7,0.66
