id,Community,B
1,0,-0.23
2,1,-0.12
5,0,-0.29
12,9,1.25
18,0,0.84
151,0,4.14
163,2,5.91
794,5,4.77
795,1,3.87
21,9,-0.46
424,6,4.29
3,6,-0.75
8,6,0.55
337,2,-0.67
4,7,0.42
6,8,-0.37
9,6,-0.75
11,0,1.1
14,7,-0.4
16,6,-0.38
19,1,0.12
27,9,-0.34
28,3,1.01
40,5,0.17
41,5,0.09
77,6,2.25
144,7,3.29
162,1,5.58
171,6,4.51
176,9,3.87
322,3,4.21
328,7,1.0
429,6,2.16
474,5,2.37
515,4,6.29
802,9,3.4
977,0,2.67
7,2,-0.33
22,7,-1.02
24,6,0.92
46,5,0.0
51,7,0.15
152,6,3.52
422,5,5.58
446,7,1.77
37,7,0.42
158,2,0.51
412,5,2.23
839,9,-0.34
846,3,0.29
10,4,-0.5
366,4,1.07
370,0,-0.05
377,1,1.37
30,2,-0.19
43,7,-0.32
184,6,0.08
185,0,0.69
232,1,2.62
240,0,3.17
246,6,0.67
369,5,1.31
373,4,0.7
33,8,0.16
36,1,-0.61
13,6,0.98
20,6,0.61
23,9,-0.31
29,4,-0.45
34,8,-0.73
39,6,-0.13
42,5,-0.19
52,1,0.48
58,5,0.36
61,1,-0.38
63,5,-0.43
72,0,1.34
150,0,4.74
160,7,1.23
323,8,2.8
367,7,1.08
413,4,3.29
502,6,1.32
703,6,2.56
769,7,2.51
819,6,0.7
853,7,1.23
855,0,1.69
974,4,0.0
976,0,-0.17
15,9,0.41
224,7,2.43
237,8,2.96
257,1,1.96
262,5,1.47
263,2,2.8
287,9,0.48
498,0,3.11
532,5,5.17
735,7,-0.05
737,6,2.19
741,7,0.46
911,0,0.25
17,7,-0.78
26,7,-0.75
275,6,1.13
336,1,-0.51
360,6,3.46
361,0,2.02
423,2,0.63
32,6,-0.66
837,6,1.2
25,5,-0.49
31,4,-0.3
57,0,-0.67
59,4,-0.37
60,1,-0.41
65,6,-0.6
175,4,3.07
375,4,0.0
964,6,-0.38
62,3,-0.6
35,9,-0.41
44,3,0.08
47,5,-0.54
38,8,-0.9
421,7,3.98
970,5,0.06
48,7,-1.02
50,9,-0.44
53,3,-0.7
55,7,-1.02
45,2,-0.55
764,5,-0.46
49,0,-0.64
54,5,-0.49
64,6,-0.63
56,6,-0.63
66,8,-0.69
79,3,1.04
100,7,-0.24
101,0,-0.67
327,4,0.2
359,4,-0.55
67,7,-0.28
81,3,1.47
82,1,-0.64
84,7,-0.16
94,3,0.04
98,8,0.08
105,6,-0.01
106,2,0.05
107,4,-0.07
110,6,-0.1
112,0,0.3
114,8,-0.12
118,1,-0.08
126,7,-0.24
132,9,0.06
318,6,1.6
319,5,1.47
472,6,-0.17
68,6,-0.23
91,0,-0.11
102,7,-0.09
121,6,-0.13
131,0,-0.4
135,7,-0.24
136,1,1.5
699,7,0.03
69,7,-0.32
90,3,0.47
96,4,0.23
117,4,-0.05
125,6,-0.04
70,0,-0.7
78,6,-0.6
95,5,-0.27
109,7,-0.09
123,6,0.7
134,3,-0.7
138,1,-0.15
71,1,-0.81
74,1,0.67
111,7,2.08
116,7,1.66
154,1,2.68
216,4,0.37
219,9,-0.36
251,3,-0.38
320,5,1.09
325,7,2.01
326,0,1.37
334,7,1.08
368,9,-0.44
374,4,0.35
418,1,2.55
457,5,1.06
501,0,1.07
521,6,0.18
533,4,2.89
599,3,1.11
696,1,0.77
700,7,-0.28
709,2,0.03
710,0,-0.08
714,2,0.24
717,1,-0.15
719,5,0.63
720,5,0.28
722,1,0.15
724,5,0.41
