id,Community,B
1,0,-0.1
2,3,-0.11
5,2,-0.09
12,2,1.18
18,6,1.09
151,2,3.97
163,0,6.94
794,7,5.16
795,4,3.07
21,7,-0.59
424,3,5.07
3,7,-0.64
8,0,0.82
337,2,-0.53
4,3,0.42
6,4,-0.31
9,4,-0.76
11,6,1.65
14,4,-0.31
16,4,-0.46
19,5,-0.01
27,7,-0.41
28,8,0.97
40,0,0.11
41,5,0.05
77,8,3.06
144,0,2.71
162,1,4.71
171,2,3.82
176,4,3.7
322,3,3.4
328,4,0.72
429,5,2.26
474,1,2.42
515,4,6.63
802,2,3.16
977,4,2.31
7,4,-0.43
22,6,-0.7
24,8,1.08
46,4,-0.04
51,5,0.05
152,5,3.68
422,2,5.66
446,6,1.61
37,7,0.52
158,2,0.62
412,4,2.19
839,4,-0.67
846,6,0.27
10,4,-0.64
366,0,1.35
370,6,0.13
377,8,1.65
30,6,-0.11
43,2,-0.01
184,8,0.1
185,3,0.82
232,5,2.29
240,4,3.04
246,1,0.4
369,8,1.73
373,3,0.76
33,7,0.0
36,2,-0.41
13,5,0.87
20,1,0.54
23,6,-0.49
29,8,-0.62
34,2,-0.41
39,4,-0.16
42,8,-0.26
52,5,0.34
58,1,0.23
61,6,-0.28
63,4,-0.61
72,2,1.13
150,5,5.13
160,8,1.51
323,5,1.5
367,0,0.87
413,7,3.52
502,6,1.47
703,4,2.07
769,8,2.45
819,4,0.54
853,3,0.96
855,0,1.85
974,6,0.03
976,1,-0.15
15,1,0.29
224,2,1.99
237,6,2.34
257,6,1.85
262,3,1.83
263,6,3.54
287,6,0.51
498,3,3.7
532,6,6.64
735,4,-0.07
737,4,2.07
741,3,0.55
911,6,0.44
17,3,-0.62
26,7,-0.41
275,7,1.05
336,4,-0.58
360,4,2.95
361,6,2.3
423,4,0.44
32,6,-0.59
837,3,1.16
25,0,-0.52
31,4,-0.4
57,8,-0.73
59,4,-0.49
60,6,-0.39
65,5,-0.61
175,4,3.13
375,3,-0.05
964,8,-0.37
62,1,-0.57
35,4,-0.58
44,2,-0.01
47,2,-0.43
38,4,-0.7
421,6,4.06
970,7,0.05
48,7,-0.56
50,2,-0.45
53,6,-0.66
55,5,-0.8
45,3,-0.72
764,8,-0.58
49,1,-0.51
54,6,-0.53
64,2,-0.41
56,6,-0.59
66,5,-0.71
79,4,0.54
100,4,-0.07
101,6,-0.66
327,8,0.21
359,1,-0.62
67,5,-0.2
81,4,0.63
82,0,-0.55
84,4,0.08
94,1,-0.23
98,3,-0.01
105,4,-0.1
106,1,0.01
107,5,-0.33
110,5,-0.11
112,1,0.29
114,5,-0.23
118,1,-0.12
126,1,0.07
132,1,-0.07
318,5,1.76
319,6,1.61
472,4,-0.1
68,3,-0.18
91,3,-0.08
102,4,-0.19
121,4,-0.22
131,6,-0.04
135,4,-0.16
136,5,1.28
699,4,0.08
69,3,-0.15
90,5,-0.04
96,1,0.21
117,1,-0.18
125,5,-0.07
70,3,-0.75
78,5,-0.61
95,2,-0.11
109,0,0.08
123,8,1.0
134,6,-0.66
138,6,-0.15
71,2,-0.53
74,2,0.65
111,8,2.48
116,5,1.22
154,0,2.47
216,8,0.57
219,5,-0.71
251,7,-0.36
320,1,1.17
325,5,1.66
326,5,1.54
334,3,1.06
368,6,-0.59
374,8,0.61
418,1,2.28
457,2,1.09
501,0,1.05
521,6,0.37
533,1,2.97
599,1,0.68
696,0,0.87
700,3,-0.15
709,6,0.03
710,2,0.13
714,6,0.44
717,0,-0.13
719,6,0.78
720,8,0.57
722,2,0.18
724,4,0.2
728,5,1.0
729,2,0.08
732,3,1.29
734,4,-0.37
852,3,1.16
905,3,2.29
950,7,1.8
73,6,-0.7
500,1,-0.32
115,4,0.29
122,5,0.46
127,1,-0.48
133,4,-0.16
354,7,1.16
673,6,0.72
676,4,0.41
679,5,1.13
681,5,0.62
688,0,0.05
691,6,-0.25
705,6,0.23
706,1,-0.01
713,1,-0.65
75,3,-0.58
222,6,0.23
245,7,1.44
