id,Community,B
1,0,-0.25
2,3,-0.04
5,5,-0.12
12,9,1.52
18,1,0.98
151,4,4.56
163,4,7.15
794,1,5.74
795,9,4.18
21,1,-0.74
424,7,4.07
3,7,-0.63
8,3,0.72
337,8,-0.83
4,1,0.32
6,7,-0.18
9,6,-0.83
11,3,1.27
14,6,-0.26
16,1,-0.52
19,7,0.11
27,7,-0.42
28,6,0.46
40,9,0.25
41,1,-0.02
77,9,2.63
144,1,2.5
162,5,4.5
171,2,4.2
176,8,4.47
322,2,2.82
328,7,0.95
429,8,2.53
474,1,2.81
515,3,6.3
802,2,3.37
977,7,2.26
7,4,-0.35
22,6,-0.8
24,6,0.94
46,2,-0.07
51,3,0.01
152,1,3.59
422,5,5.29
446,9,1.68
37,6,0.37
158,7,0.66
412,0,2.72
839,7,-0.47
846,4,0.2
10,2,-0.7
366,4,1.4
370,4,0.2
377,4,1.4
30,3,-0.17
43,8,-0.17
184,0,0.01
185,7,0.71
232,3,2.19
240,0,4.0
246,7,0.66
369,6,1.44
373,2,0.57
33,1,-0.08
36,4,-0.54
13,8,1.12
20,9,0.76
23,7,-0.39
29,2,-0.7
34,4,-0.61
39,4,0.17
42,6,-0.42
52,8,0.49
58,1,0.2
61,6,-0.36
63,4,-0.51
72,9,1.71
150,7,4.51
160,2,0.85
323,2,1.49
367,1,0.98
413,6,4.0
502,1,1.16
703,4,2.46
769,0,2.19
819,4,0.75
853,3,1.06
855,7,1.63
974,3,-0.02
976,4,-0.06
15,2,0.16
224,1,1.97
237,8,1.96
257,6,1.66
262,8,1.54
263,3,2.88
287,1,0.48
498,0,4.3
532,3,5.17
735,6,0.02
737,4,2.21
741,6,0.46
911,5,0.37
17,2,-0.59
26,3,-0.44
275,0,1.37
336,4,-0.48
360,6,3.62
361,0,2.38
423,0,0.91
32,0,-0.78
837,6,1.22
25,3,-0.54
31,9,-0.35
57,7,-0.52
59,6,-0.45
60,1,-0.39
65,4,-0.51
175,1,3.4
375,0,-0.03
964,4,-0.31
62,1,-0.64
35,4,-0.54
44,0,-0.03
47,3,-0.59
38,1,-0.7
421,6,3.65
970,5,0.08
48,6,-0.8
50,6,-0.83
53,6,-0.77
55,7,-0.55
45,6,-0.71
764,3,-0.49
49,3,-0.54
54,5,-0.32
64,9,-0.57
56,4,-0.57
66,7,-0.44
79,9,0.82
100,4,0.07
101,1,-0.7
327,4,0.17
359,5,-0.48
67,4,0.01
81,4,1.04
82,3,-0.49
84,0,0.12
94,7,0.06
98,0,-0.03
105,0,-0.06
106,5,0.06
107,5,-0.03
110,4,0.01
112,3,0.35
114,8,-0.29
118,7,-0.05
126,4,0.14
132,7,-0.05
318,1,1.72
319,4,1.46
472,7,0.0
68,3,-0.07
91,7,-0.05
102,4,0.07
121,3,-0.12
131,1,-0.27
135,3,-0.12
136,6,1.41
699,9,0.35
69,0,-0.06
90,0,0.09
96,2,-0.01
117,4,-0.12
125,1,0.01
70,0,-0.74
78,9,-0.51
95,4,-0.31
109,0,0.09
123,8,0.64
134,3,-0.59
138,7,-0.13
71,3,-0.65
74,0,0.73
111,8,1.9
116,7,1.29
154,1,2.56
216,4,0.56
219,7,-0.47
251,4,-0.44
320,8,1.24
325,8,1.9
326,6,1.54
334,1,0.95
368,0,-0.7
374,4,0.4
418,6,2.45
457,1,1.07
501,3,0.91
521,3,0.22
533,5,2.62
599,2,0.54
696,2,0.54
700,7,0.0
709,0,0.01
710,6,0.02
714,1,0.2
717,8,-0.2
719,1,0.38
720,0,0.5
722,0,0.24
724,7,0.45
728,0,1.52
729,0,-0.06
732,4,1.27
734,5,-0.17
852,5,0.93
905,9,2.5
950,0,2.34
73,1,-0.77
500,7,-0.15
115,1,0.38
122,1,0.42
127,8,-0.56
133,4,-0.09
354,3,1.06
673,6,0.59
676,4,0.53
679,0,1.14
681,6,0.59
688,0,-0.1
691,0,-0.4
705,4,0.14
706,8,0.01
713,6,-0.74
75,1,-0.52
222,6,0.21
245,0,1.59
295,3,0.22
510,7,-0.18
954,9,-0.6
956,4,-0.51
76,7,0.16
85,2,-0.23
99,0,0.05
119,8,-0.8
355,4,-0.51
727,6,-0.39
80,0,0.12
241,2,-0.18
247,9,0.66
290,2,0.41
301,2,1.93
305,4,0.27
364,1,-0.08
371,1,0.1
666,6,0.84
668,1,-0.39
671,0,0.95
682,3,0.04
683,3,0.35
684,9,0.38
698,1,-0.14
704,7,-0.6
707,9,-0.38
948,7,1.13
365,5,-0.5
130,4,-0.57
113,0,-0.63
497,5,0.53
83,5,-0.5
86,7,-0.57
87,7,-0.6
88,6,-0.52
89,1,-0.3
124,8,-0.56
708,1,-0.36
731,7,-0.49
97,1,-0.11
317,7,0.55
93,3,-0.52
92,1,-0.77
137,4,-0.67
259,0,2.61
494,2,-0.26
689,1,-0.77
693,2,-0.65
270,4,-0.67
104,3,-0.59
513,3,-0.12
108,9,-0.63
358,2,-0.7
339,7,-0.6
335,2,-0.31
481,2,1.51
672,4,-0.44
674,6,0.05
675,1,-0.11
678,5,0.39
120,6,-0.74
129,4,-0.77
128,1,-0.7
479,4,0.85
746,1,1.57
754,4,1.56
756,4,1.11
918,6,2.8
941,1,0.73
450,6,-0.36
139,8,-0.53
140,2,-0.45
141,8,-0.47
143,4,-0.35
165,0,-0.18
167,8,-0.32
170,1,0.54
174,0,0.01
178,4,-0.41
179,6,-0.36
180,1,-0.42
142,9,-0.79
147,0,-0.33
415,1,-0.36
419,6,0.65
506,0,0.5
145,0,0.24
155,6,-0.26
159,4,-0.54
161,7,0.76
396,4,1.3
408,1,0.38
433,1,-0.05
813,9,0.47
845,3,0.75
851,6,0.87
858,4,0.56
860,2,0.29
886,5,0.66
888,4,1.04
891,8,1.3
146,0,-0.78
149,2,-0.59
148,3,0.01
156,1,-0.49
389,9,1.62
834,6,1.19
841,1,-0.7
848,2,-0.37
153,3,-0.57
157,7,-0.55
166,4,-0.48
217,3,-0.07
218,1,0.23
265,0,0.39
267,1,0.76
268,5,0.28
283,3,-0.07
286,8,1.69
379,3,-0.41
382,5,0.03
388,1,-0.39
399,3,0.22
402,3,0.38
420,2,0.96
426,4,1.62
427,6,0.43
437,7,-0.15
460,3,0.12
530,6,0.27
544,1,0.01
680,1,-0.21
718,1,-0.64
748,3,0.14
766,6,0.72
767,6,-0.04
796,9,0.44
798,4,-0.41
801,8,-0.35
807,3,-0.33
810,8,-0.38
816,7,0.03
820,0,-0.78
832,7,-0.23
849,0,-0.48
859,4,1.17
863,6,0.18
871,0,1.4
909,3,0.98
910,6,1.98
915,6,-0.29
922,3,0.93
966,0,-0.44
967,9,-0.38
968,7,-0.36
973,1,-0.58
975,6,-0.45
266,5,0.93
271,5,-0.21
255,3,0.8
383,1,0.45
390,0,-0.48
398,6,-0.14
935,9,0.22
164,0,-0.14
177,4,-0.67
191,6,-0.23
742,4,-0.35
743,2,-0.65
745,6,-0.26
929,8,0.28
183,4,-0.35
272,0,-0.48
387,5,0.39
403,0,0.05
409,6,0.12
411,2,-0.2
432,3,-0.52
440,8,0.67
443,0,0.28
448,4,0.75
456,0,0.73
168,4,-0.51
393,3,0.06
406,2,-0.01
414,7,0.16
169,7,-0.6
416,9,-0.48
873,7,-0.05
879,4,0.56
172,6,-0.86
173,3,-0.41
442,4,-0.61
201,0,0.24
205,4,0.27
378,4,-0.54
386,7,-0.02
405,1,0.79
407,6,0.37
425,9,-0.03
431,4,-0.19
439,2,0.21
445,1,0.04
447,1,0.66
453,1,0.17
455,9,0.06
459,7,-0.42
471,3,0.56
517,1,1.79
702,0,-0.14
181,7,0.0
188,8,-0.26
189,6,-0.71
194,4,-0.48
198,1,-0.52
856,0,-0.44
182,5,-0.41
190,4,-0.57
193,0,-0.74
195,3,0.04
187,6,-0.8
204,0,-0.66
186,0,-0.21
196,5,-0.28
200,9,-0.57
857,1,-0.74
192,5,-0.35
202,4,-0.44
203,7,-0.47
197,2,-0.73
199,9,-0.7
